knesset,session,speaker,party,role,text,subject,sub_subject
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת מעוז, בבקשה, ואחריו – חבר הכנסת כסיף.",נאומים בני דקה,
,,אבי מעוז,הציונות הדתית,,"תודה, אדוני היושב-ראש. נאום הנדסת תודעה מס' 50, והפעם על השי מטעם משרד הביטחון למשפחות השכולות. השפעת הרוח הפוסט-מודרנית בצה""ל – כמו למשל בכפיית היוהל""ם וערכיה על כלל צה""ל, הורה 1 ו-2 בטפסים, פעילות פורום להט""בי ביחידות אגף המודיעין ועוד ועוד – הגיעה כעת גם ליחידה להנצחת החייל. לקראת יום הזיכרון קיבלו המשפחות השכולות שי: שעון ובו עיטורי כנסייה, מסגד, סמלי הסהר והכוכב המחומש, שהוא גם סמל נוצרי, יחד עם יונת שלום, היכל הספר והכנסת. ומה לא? מגן דוד, בית כנסת, הכותל, מנורת שבעת הקנים או כל סממן יהודי ולאומי אחר. זוהי הנדסת תודעה, כאילו משמעות השלום היא מחיקת זהותנו היהודית והלאומית. אני ממליץ לשר הביטחון לעקור מן השורש את הרוח הפוסט-מודרנית הפרוגרסיבית שפשתה בצה""ל ובמערכת הביטחון ולהחזיר את הרוח היהודית, הציונית, הלאומית. תודה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת כסיף, בבקשה.",נאומים בני דקה,
,,עופר כסיף,הרשימה המשותפת,,"אדוני היושב-ראש, חברי הכנסת, גם אני רוצה לקרוא עדות של עובדת לרגל יום העובד וזכויות העובדים שמצוין היום, לקרוא עדות על תנאי ההעסקה המחפירים של עובדים בארץ. אני יעל קציר, בת 31, גרה בדירה שכורה בחיפה. אני עובדת כמורה מתחילה בבית ספר ביקנעם בחצי משרה ומרוויחה פחות מ-3,000 שקל בחודש. בפועל, בשל אופי העבודה, אני מוצאת את עצמי עובדת כמעט 24/7, אבל המשכורת לא משתנה. בתקופת הקורונה, כשסגרו את מערכת החינוך, עבדתי כל יום בתפקידי ההדרכה בהוסטל. גם שם הרווחתי שכר מינימום, ולמרות שעבדתי יום-יום הייתי במינוס לאורך כל התקופה. מי שמרגיש את יוקר המחיה בצורה הכי חריפה זה אנחנו, משתכרי ומשתכרות שכר המינימום, שמרוויחים שכר מחפיר של 29 שקלים ו-12 אגורות לשעה. אני רוצה לפנות לחברי הכנסת: אתם אלה שיכולים להעלות מחר בבוקר את שכר המינימום ל-40 שקל לשעה ולאפשר ליותר ממיליון עובדים לחיות בכבוד. תודה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת אבוטבול, בבקשה.",נאומים בני דקה,
,,משה אבוטבול,"ש""ס",,"כבוד היושב-ראש, כנסת נכבדה, אני רוצה במקום חשוב ונכבד זה להביע מחאה על חוצפתו של ראש הממשלה נפתלי בנט, שבטקס יום הזיכרון ""לא זכר"" להזכיר את שמו של מרן הרב הראשי לישראל, הרב הגאון הרב יצחק יוסף שליט""א, שבאמת נכח בטקס. גם העזו אנשי הטקס כנראה להכין לו מקום בשורה השנייה. זהו חילול השם וזהו חילול הקודש, בפרט כשמדובר בגאון ישראל שפסק מלימודו להשתתף בטקס חשוב זה. אמרו חז""ל, במסכת שבת, דף קי""ט עמוד ב': אמר רבי יהודה אמר רב כל המבזה תלמיד חכם אין תרופה למכתו. והעיקר הוא שבנט מתבכיין ובוכה תמיד מדוע מר ביבי נתניהו לא מזכיר את שמו בתוך הנאומים שלו.אבל כנראה שבשמיים לא נשארים חייבים, וכבר באותם טקסים שהיו באותו יום הציבור בז לו, לראש הממשלה, וביזה אותו וגם את הצוות, גם את הממשלה, את חברי הממשלה. הציבור ביזה אותם, ללמדך שאדם, כמו שאומרים חז""ל – ""כי מכבדי אכבד ובזי יקלו"" – אמר רבי יוסי: כל המכבד את התורה, גופו מכובד על הבריות, וכל המבזה את התורה, גופו מבוזה על הבריות. אז על הביזיונות שבנט עשה ומבזה את עצמו, ולא את הראשון לציון, חלילה, מקבלים האחרים, גם הוא וגם שריו, במקומות אחרים, כי יש דין ויש דיין.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חברת הכנסת לסקי, בבקשה.",נאומים בני דקה,
,,גבי לסקי,מרצ,,"כבוד יושב-ראש הכנסת, חברות וחברי הכנסת, בשבוע שעבר שלושה בני אדם מתו במעון בית דפנה לבעלי מוגבלות שכלית, ומכאן אני שולחת את תנחומיי למשפחות. שלושה בני אדם קיפחו את חייהם עקב התפרצות של הרעלת מזון שנבעה מהזנחה תברואתית של המעון. זה כמעט לא ייאמן שמשפחות אשר שולחות את היקר להן מכול למעונות הללו צריכות לחוות את הטרגדיה הנוראית הזאת, שמקורה בכישלון לא רק של המעון המסוים הזה אלא כישלון מערכתי, שאותו אנחנו רואים שוב ושוב בפרשות הזנחה והתעללות כלפי אנשים, נשים וילדים חסרי ישע במוסדות שונים. חייהם של בעלי מוגבלויות אינם הפקר, וחשוב שנשמיע את קולה של אוכלוסייה שקופה זו. אני קוראת להגביר את הפיקוח על המעונות הפרטיים והציבוריים כאחד כדי למנוע הישנות של מקרים מצערים כאלה ולמלא את חובתנו כמדינה וכחברה. אנחנו אמורים להיות הפה והאוזניים שלהם. תודה רבה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה, חברת הכנסת לסקי.אורחים נכבדים ביציע, נא תפסו את מקומותיכם, ואם אפשר, קצת שקט.",ציון יום הניצחון על גרמניה הנאצית,
,,מיקי לוי,,"היו""ר","שרים וחברי כנסת בעבר ובהווה, ראשי נציגויות זרות בישראל, מזכיר הכנסת עו""ד דן מרזוק, היועצת המשפטית לכנסת עו""ד שגית אפיק, יושב-ראש הנהלת יד ושם והרב הראשי לשעבר הרב ישראל מאיר לאו, חברי הנהלת הכנסת, ואחרונים חביבים – לצערי הם מאחרים, כי האוטובוס שלהם תקוע – וטרנים יקרים, נציגי כל הארגונים שלחמו נגד הנאצים במלחמת העולם השנייה, אזרחי מדינת ישראל, הכנסת מציינת היום את יום הניצחון על גרמניה הנאצית – ניצחון האור על החושך, ניצחון על שלטון הדיכוי והרצח המזוויע ביותר שידעה האנושות מעודה, ניצחון על מכונת ההשמדה הנאצית, שרצחה כשליש מעמנו בשטחים שבהם שלטה. לולא הניצחון המזהיר הזה של אנשים אמיצים וגיבורים שנלחמים ללא לאות וללא מורא, העולם שלנו היה אחר וקודר יותר.מפחיד לחשוב מה היה קורה אם האירועים ההיסטוריים היו מסתדרים אחרת ובעלות הברית היו מפסידות, חלילה, למדינות הציר. בשנות השישים פורסם הספר ""האיש במצודה הרמה"", שפותח לנו צוהר למציאות היסטורית אלטרנטיבית שבה גרמניה הנאצית ויפן הקיסרית ניצחו ושולטות בעולם – מציאות שבה שולטים הכפייה והטרור, מציאות שבה העבדות חוזרת לאופנה, מציאות שבה זוועות מתרחשות באפריקה ורוח האדם כפופה למשטר מחשבתי. העולם שמתואר בספר מצמרר ועוזר להאיר באור גדול את הניצחון ההוא ואת סיומה של מלחמת העולם השנייה בדרך שבה הסתיימה. הניצחון הזה צריך לשמש לעולם כולו כמגדלור ודוגמה לדרך שבה צריך להתנהל מול שלטון דיקטטורי שמפעיל אידיאולוגיה רצחנית בלתי מתפשרת שמנסה להתרחב ולכבוש. לעיתים יש רק דרך אחת: מלחמה. היא קשה, ויש לה מחיר, אבל לישיבה בחיבוק ידיים ולהתעלמות יש מחיר כבד הרבה יותר, והוא לא מונע את המלחמה.בהזדמנות הזו אני רוצה לומר תודה גדולה ללוחמים הווטרנים, ששרדו וניצחו את הצורר הנאצי ומכבדים אותנו בנוכחותם – מייד חלק מהם יצטרף אלינו. השנים עוברות והאנשים היקרים הללו לא נעשים צעירים יותר. אני רוצה לאחל לכם בריאות ולהכיר לכם תודה על המעשה הגדול שעשיתם ועל כך שהצלתם את העולם, פשוטו כמשמעו. תודה רבה לכם.אנחנו ניגשים לרשימת הדוברים – הצעות מס' 2267, 2277, 2305, 2334, 2336, 2342, 2343, 2344, 2348, 2355 ו-2360. חבר הכנסת יולי יואל אדלשטיין, בבקשה.",ציון יום הניצחון על גרמניה הנאצית,
,,יולי יואל אדלשטיין,הליכוד,,"תודה, אדוני היושב-ראש. חבריי חברי הכנסת, חבריי השרים, ודאי כל הנכבדים ביציע, וקודם כול הווטרנים, ותיקי מלחמת העולם השנייה, ברוכים הבאים לכנסת.אדוני היושב-ראש, בחמש הדקות שיש לי הייתי מאוד רוצה לנאום שני נאומים נפרדים. אחד זה נאום שכולו חום ושמחה על הניצחון, וחיבוק חם, כפי שאמרת, לוותיקי המלחמה שלא רק שרדו אלא הביאו את הניצחון, ומה לעשות, במלוא מובן המילה אנחנו יכולים לומר שחלק מאיתנו, אני בוודאי, קיימים בעולם הזה גם בזכות הניצחון שלהם, כי המשפחה שלי, המשפחה מצד אימי, עברו את זוועות השואה בטרנסניסטריה, אזור ששוחרר בסופו של דבר על ידי הצבא האדום. אני עוד זוכר, חבריי, את כל הקשיים להכרה ביום הזה כאן, במדינת ישראל. אני עוד זוכר שכשחברי השר דאז נתן שרנסקי ואנוכי הבאנו לישיבת הממשלה את הבקשה להכיר ביום הזה כיום מיוחד שיצוין במדינת ישראל, היו הרמות גבה. היה שר – שלא תחשבו לרגע, יהודי טוב, ציוני טוב, אדם חושב ואינטליגנטי – שאמר: אבל איך אפשר לציין באופן מרשים את היום הזה? הרי הפסדנו שליש מעמנו, הפסדנו שישה מיליון איש. מה, אנחנו נחגוג ונשמח, נרים לחיים? כלומר, ההתלבטות הייתה לא פשוטה, אבל התגברנו והתגברו במדינת ישראל על ההתלבטויות האלה ועל הדילמות – הדברים האמיתיים שהיום הזה מעלה.שנים רבות, כבר עשרות שנים, יש דברים מרגשים שיצא גם לי וגם לרבים אחרים לראות ביום הזה: איך אנשים צעירים שנולדו בארץ, שלא הכירו אפילו מסיפורים משפחתיים את זוועות מלחמת העולם השנייה ואת כל מה שקרה, בפרץ רגשות של רגע רצים אל הווטרנים הצועדים, מביאים להם פרח, מביאים להם בקבוק מים, רוצים להביע איכשהו את ההערכה לפעולה שלהם. נכון, כפי שגם נאמר – תחשבו על המספר הזה: המחזור האחרון של גיוס של 1944 – וגם חמי, עליו השלום, גויס לחיל האוויר הסובייטי דאז, בהיותו בן 17 – המחזור האחרון הזה היה אמור להיות היום, ויש מי שעדיין ישנו איתנו, בן 95. זאת אומרת, אדוני היושב-ראש, הווטרנים הצעירים, אלה שטעמו את הקרבות, היום הם בני 95 ולמעלה מכך. לכן חשוב מאוד לחבק אותם.אבל יש גם נאום שני, פחות חגיגי. כי מה שאנחנו עדים לו בימים אלה זה ניצול ציני של הניצחון הגדול הזה, של כולם – של רוסים ואוקראינים ויהודים וטטרים וקזחים ואוזבקים ואמריקאים ואנגלים וצרפתים והולנדים, וסליחה עם כל אלה ששכחתי אותם; של נוצרים ומוסלמים ויהודים ואני לא יודע אילו עוד דתות השתתפו, או אתאיסטים, ומי עוד השתתף במלחמה הזו. אנחנו עדים לניצול ציני של מדינה אחת של היום הזה, כדי להצדיק במאה ה-21, בשנת 2022, הרג ורצח אזרחים חפים מפשע, זוועות, ירי באנשים כפותי ידיים, אונס, הריסת בתים, ירי על בתי ספר – דברים שלא יתוארו. ואני כולי תקווה ותפילה שאנחנו ניזכר שבימים ההם, לפני 77 שנים וקצת יותר, היו חיבוקים על נהר אלבה, הייתה תחושה שאף אחד לא מבקש להשפיל את השני ולא מבקש לגזול מן השני, והייתה באמת מלחמה משותפת מול כוחות הרוע. היו שם מספיק דילמות איך נלחמים ברוע ההוא. בואו בימים אלה לא נוסיף דילמות מוסריות, ונזכור שהניצחון היה ניצחון משותף, לא שייך לאף אחד באופן ספציפי, והיה ניצחון על הרוע המוחלט. בואו נלמד את הלקחים בימים אלה, איך נלחמים ברוע, ורוע היום לא חסר. תודה, אדוני היושב-ראש.",ציון יום הניצחון על גרמניה הנאצית,
,,מיקי לוי,,"היו""ר","תודה רבה לחבר הכנסת אדלשטיין. אני מבקש לא למחוא כפיים במליאת הכנסת, זה מיותר. תודה רבה לכל האורחים. חבר הכנסת מופיד מרעי, בבקשה.",ציון יום הניצחון על גרמניה הנאצית,
,,מופיד מרעי,כחול לבן,,"תודה רבה, אדוני היושב-ראש. השרה, השרים, חברי וחברות הכנסת, האורחים המכובדים שנמצאים למעלה, מעבר לציון של הניצחון על הנאצים בכנסת ישראל, אדוני היושב-ראש, בעיניי מה שמסמל יותר מהכול את הניצחון על הנאצים זה המסע ""עדים במדים"" של צבא ההגנה לישראל, המטס של חייל האוויר מעל לפולין ומצעד החיים ביום השואה. נשלחנו, וייצגתי את הכנסת, את כנסת ישראל, יחד עם חברת הכנסת יסמין פרידמן, במצעד החיים האחרון ביום השואה בפולין. הדלקנו לפיד בטקס המרכזי לזכר הקורבנות. צעדנו, יחד עם נשיא פולין, ישראלים רבים, ראשי ארגונים, ועדי עובדים ותנועות נוער. השלטון המקומי יוצג על ידי עיריית ירושלים, גם השלטון המרכזי היה איתנו והצטרף אלינו סגן השר אביר קארה, יהודים ולא יהודים, פולנים וערבים ממדינות ערב, וכולם כאחד קראו ""לעולם לא עוד"", וזו הקריאה שהייתה בפי כולם.פגשתי במצעד את המורות סמר זיאד פארס ונדין שכיב ע'באן שרף מחורפיש. ראיתי שהן נמצאות שם במסגרת תוכנית יד ביד, והיו עוד נערות ונערים דרוזים, קבוצות מערביי ישראל בהובלת יוסף חדאד וקבוצות עתידנא, וגם הכתב מחמוד כעביה, שלוקחים חלק ומסקרים את המצעד ברשתות החברתיות בדמעות וברגש. פגשתי גם אזרחים סורים, פגשנו שם אזרחים מאיחוד האמירויות, שלוקחים חלק פעיל במצעד ואף מדליקים לפיד לזכר קורבנות השואה היהודים בטקס המרכזי, ומקימים מוזיאון לשואה באיחוד האמירויות. זה עוד סימן, אדוני היושב-ראש, שהעולם ממשיך להפנים את גודל הזוועה שהתרחשה על אדמת פולין בידי הנאצים, שהקימו מפעל ענק, מחושב ומתוכנן לפרטי-פרטים להשמדת העם היהודי, כראשונים בסדר העדיפויות להכחדה, אם במחנות הריכוז ואם בתאי הגזים והמשרפות.יצא לי לפקד על צוות במשלחת ""עדים במדים"" ב-2007. התחלנו מגטו ורשה דרך העיירה לופוחובה ויער לופוחובה, ששם נשאתי דברים לזכר הקורבנות של העיר לופוחובה – וכלה במחנות ההשמדה אושוויץ שבמרכז. אדוני היושב-ראש, כל בן אנוש חייב להגיע ולראות במו עיניו כדי לעמוד מקרוב על מעשי הנאצים ולשמוע סיפורים ממי שניצל – ויש כאלה פה, והם גם אמורים להגיע – על ההתנהגות חסרת האנושיות והחייתית של הנאצים כלפי בני אדם שכל אשמתם היא שהם יהודים; להבין מה היה שם, ולא רק להבין – להפנים ולהנחיל לדורות הבאים, שלא נדע ולא נגיע שוב לשואה, בכל מקום ולכל עם, ולא רק ליהודים.חוסנה הלאומי של המדינה נדרש כדי להבטיח שלעולם לא תהיה שואה לעם היהודי, ולא לכל עם אחר, במרחב ההשפעה של המדינה. כשהיה איום קיומי וסיכוי לשואה בהר הדרוזים מצד דאעש מצד אחד וג'בהת א-נוסרה מהצד השני, ישבנו אז בצוות מצומצם בחדר של אלוף פיקוד הצפון דאז, האלוף יאיר גולן – פקודי ומפקדי, לימים חבר כנסת, הוא לא נמצא איתנו – וסיכמנו דבר אחד: אם תהיה שואה על הדרוזים בהר הדרוזים, ההיסטוריה תשפוט אותנו. לשמחתי, האיום הזה הוסר, ואני לא איכנס לפרטים. האם המלחמות האזוריות, כפי שנזכר קודם, יכולות להוביל אותנו לשואה נוספת? לצערי הרב אין לי תשובה, ואין תשובה מוחלטת, אך אנחנו להיות מוכנים למענה לכל תרחיש שכזה בזכות העוצמה וההרתעה שלנו.אנחנו נזכור את קורבנות השואה ונחגוג את יום הניצחון על הנאצים, שתרומתם היחידה לאנושות היא חוסר האנושיות שלהם. אני מצדיע לגיבורי מלחמת העולם השנייה, שבזכותם היהודים והעולם השתחררו מהצורר הנאצי. וכאן, בכנסת ישראל, אנחנו מציינים בגאווה את יום הניצחון ומבטיחים מתוך עוצמה שלעולם לא עוד. תודה רבה.",ציון יום הניצחון על גרמניה הנאצית,
,,מיקי לוי,,"היו""ר","תודה רבה לחבר הכנסת מופיד מרעי. לא נהוג למחוא כפיים בכנסת. תודה. חבר הכנסת אחמד טיבי, בבקשה.",ציון יום הניצחון על גרמניה הנאצית,
