knesset,session,speaker,party,role,text,subject,sub_subject
,,מיקי לוי,,"היו""ר",אבל בדצמבר עוד 100 מיליון נוספים.,4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,"אני אחזור. לא, לא, אני אחזור, כי חשוב מאוד – – –",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,חמד עמאר,,השר במשרד האוצר,300 ועוד 100 – 400.,4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,"אני אחזור, כדי שהדברים יהיו חדים וברורים. באוגוסט היו צריכים לקזז 100 מיליון שקל, לא קוזזו 100 מיליון שקל. לא רק שלא קוזזו, מופיע שם מינוס 300 מיליון שקל. זאת אומרת, ה-100 שלא קוזזו ועוד ה-300 שניתנו זה 400 מיליון שקל. זה באוגוסט. בדצמבר אותו תרגיל. בוא נגיד ככה, אם באוגוסט זה היה הטריק, בדצמבר היה השטיק, כי בדצמבר היו צריכים לקזז 50 מיליון שקל, לא קיזזו אותם, ומופיע מינוס 50 מיליון שקל. ביחד זה 100 מיליון שקל. אתה מחבר 400, אדוני השר, של אוגוסט עם ה-100 של דצמבר, ואתה מקבל 500 מיליון שקל. זו קופה קטנה של מדינת ישראל, של ממשלת ישראל, של האוצר, שעושה בה מה שהיא רוצה.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,מיקי לוי,,"היו""ר","סתם, כאחד שהיה שם, זה קוזז למעשה מכספי המיסים שמדינת ישראל גובה עבור הרשות הפלסטינית?",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,"כן. אגב, אם באוגוסט היה הטריק ובדצמבר היה השטיק, אז התחכום הכי גדול היה בעמודה הזו. העמודה הזו, כתוב מעליה ""אחר"". כשאתה שומע, אדוני היושב-ראש, ""אחר"", אתה אומר, זה סעיף כזה, כזה, כזה וכזה. לא. הסעיף ""אחר"" הוא כל-כולו קיזוז הכספים מהמיסים שגובים עבור הרשות הפלסטינית. עד השקל האחרון אלה הכספים האלה, אבל כתוב למעלה ""אחר"". זה במסגרת ההסתרה. נער הייתי וגם זקנתי, האמן לי, הסתרות אני מכיר, אבל גם חשיפת הסתרות; אדוני היושב-ראש, גם אתה מעולם התוכן שלך יודע בדיוק איך חושפים הסתרות.אגב, הלכתי לבדוק, אמרתי, 500 מיליון שקל העבירו לרשות מהכספים שקוזזו, בואו נראה אם זה עומד על פי החוק. הרי החוק קבע באופן מפורש, ואני מקריא לך, אדוני השר, החוק קבע באופן מפורש: ""הביא השר לאישור ועדת השרים לענייני ביטחון לאומי דוח – – – ולפיו לא שילמה הרשות הפלסטינית כספים בזיקה לטרור – – – רשאית ועדת השרים להחליט על העברת הכספים שהוקפאו – – – כולם או חלקם, לרשות הפלסטינית"". הלכתי לבדוק אם יש דיווח בכלל שהרשות הפסיקה לשלם משכורות למחבלים. לא מניה ולא מקצתיה. אדוני היושב-ראש, הרשות הפלסטינית מעבירה – אנחנו מכירים ב-650 מיליון ועל פי זה מקזזים; המציאות היא כפולה. הם מעבירים 1.3 מיליארד שקל למחבלים. בחוק – אגב, זה בחקיקה, לא בג'סטה או משהו כזה, זה בחקיקה אצלם, שנקבעה בסוף נובמבר ודצמבר 2004, כשנשיא הרשות הפלסטינית הוא מחמוד עבאס – ממש סיוע למחבלים, הם קוראים לזה ""אסירים"", כמובן, והזכות לחיים בכבוד. האסירים, יעני המחבלים, הם מגזר לוחם – טטאם טטאם – והסעיפים בחוק זה מבטיחים להם ולמשפחותיהם חיים בכבוד. הרוצחים האלה שהרסו משפחות, לקחו חיים, הם צריכים לחיות בכבוד על פי החוק הפלסטיני. בסעיף 6 בחוק הפלסטיני מופיע כדלקמן – אני אומר לך, אני קורא את זה ואני לא מאמין שזו רשות שיש לנו הסכם איתה – משכורת חודשית וקצבת ביגוד. משכורת חודשית וקצבת ביגוד: הרשות הלאומית, יעני הרשות הפלסטינית, תעניק לכל מחבל – לכל אסיר, בסגנון שלהם – משכורת חודשית, ללא אפליה – יעני חמאס, ג'יהאד אסלאמי, פתח, חזית עממית – כל הרוצחים ללא אפליה, ופעמיים בשנה קצבת ביגוד. פעמיים בשנה קצבת ביגוד.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,מיקי לוי,,"היו""ר","מה הם צריכים את זה אם הם בכלא, קצבת ביגוד?",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,"סעיף 7 אומר שמשכורת חודשית – הסכום יוצמד למדד יוקר המחיה. ולמען הסר ספק, סעיף 12 אומר – ביטול סתירות: כל סעיף הסותר את סעיפי החוק הזה יהיה בטל ומבוטל. זה לא ההתגברות, זה האימא של ההתגברות.ואני שואל את עצמי: איך למען השם מעיזה ממשלה בישראל להעביר 500 מיליון שקל לרשות הפלסטינית, לעזור להם לסתום את הבור שנוצר אצלם בעקבות העברת כספים כמשכורות למחבלים? ואני אומר לך, השם ""מחבלים"" הוא קצת פרווה בדיון כזה. אני ברשותך רוצה לנקוב בשתי עובדות מעניינות. עבדאללה ברגותי, איש חמאס ידוע, נשפט ל-67 מאסרי עולם על 67 ישראלים שהוא אחראי לרציחתם – בפיגוע בסבארו ובפיגוע בכיכר ציון ובמומנט ובראשון ובאוניברסיטה העברית ובאוטובוס בתל אביב – 67 ישראלים נרצחו, מאות רבות נפצעו, חיים של משפחות נלקחו, שלא לומר הכבוד.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,מיקי לוי,,"היו""ר",חלק במשמרת שלי.,4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,"כן. אדוני היושב-ראש, שב טוב על הכיסא. הרשות הפלסטינית עד היום העבירה לעבדאללה ברגותי למעלה ממיליון שקל, והעיקר, עוד בדרך למעלה ממיליון שקל. סאמי ג'רדאת, ששלח את המחבלת למסעדת מקסים, שבה נרצחו 21 ישראלים, נשפט ל-21 מאסרי עולם. הוא קיבל עד היום 875,000 שקלים משכורות. ואיך אומרים, (אומר בערבית ומתרגם:) הטוב עוד לפניו, כי ככל שהוא יהיה יותר זמן בכלא, המשכורת עולה.זאת אומרת, הבור התקציבי ברשות הפלסטינית גדל. איך למען השם מעיזה ממשלה בישראל, איך מעז שר ביטחון ללכת לנשיא הרשות הפלסטינית, להתחייב בפניו על 500 מיליון שקל, ללא שום אישור, לא שום הבאה לדיון, לא ועדת כספים, לא ועדה אחרת, ככה, חצי מיליארד שקל עברו לרשות הפלסטינית כדי לסתום בור שנוצר בגין משכורות למחבלים, העיקר שהרשות לא תקרוס.תראה, אני אומר לך, הכעס הוא גם כעס מקצועי, אני קצת מבין בתחום הזה, אבל הוא גם כעס אנושי, כעס ישראלי, כעס של בני אדם. איך יכול להיות שאנחנו, הממשלה הזו, בפועל משלמת משכורות למחבלים? איך יכול להיות? בבית הזה? תראה, אני מודה שהכעס הוא כל כך גדול כי שום תשובה רצינית אתה לא מקבל ואין שום נייר שאומר שהמקור התקציבי הוא זה או זה. בשלב מסוים קיבלנו הודעה מהאוצר כדלקמן: כל הסכום שהוקפא מכספי המיסים שמועברים לרשות נמצא במקומו. אמרתי, ריבונו של עולם, זה משפט, אני אומר לך, שהוא יותר גרוע מהמשפט: 500 מיליון שקל מהכספים שהוקפאו. מפני שלקחתם כסף כחול-לבן, והרי אתם יודעים שלא לקחתם כסף כחול-לבן, כי אין לכם שום סעיף תקציבי שיכול לתמוך בזה, אבל שיחקתם בקופה הקטנה של ארגון טרור ולקחתם את הכסף ונתתם לרשות הפלסטינית כדי לסתום את הבור, שיוכלו לשלם למחבלים, ועם ישראל שותק. אנחנו לא נשתוק.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,מיקי לוי,,"היו""ר","משפט לסיכום, בבקשה.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,"משפט לסיכום, אדוני היושב-ראש. אנחנו לא נשתוק. הדבר הזה מתחיל כאן היום בכנסת, הוא יימשך לסוגיות נוספות, לבדיקה הרבה יותר קפדנית, ואני אומר לך, בסוף אם חס וחלילה לא תהיה ברירה ונצטרך להגיע לתביעה פלילית, תהיה תביעה פלילית. לא יכול להיות שאדם בעל סמכות בישראל, אדם בעל תפקיד בישראל או גוף בעל אחריות בישראל, ייקח חצי מיליארד שקל שישראל לקחה על פי חוק, ויעשה בזה שימוש שהוא פשוט לא לתפארת מדינת ישראל. אני חושב שבסוגיה הזו, אדוני היושב-ראש, על זה ועל דברים אחרים, האמון בממשלה לא מתקיים. תודה רבה.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,מיקי לוי,,"היו""ר","תודה רבה. השר חמד עמאר, בבקשה.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,חמד עמאר,,השר במשרד האוצר,"אדוני היושב-ראש, חבריי חברי הכנסת, חבר הכנסת אבי דיכטר, אני רוצה להרגיע אותך, ואתה יכול להיות רגוע ובטוח בכל מילה שאני אומר. לא נגענו בכספים המוקפאים, לא נגענו. זה – 1.שר האוצר מורה מדי חודש על הקפאת כספים בהתאם להוראת החוק להקפאת כספים ששילמה הרשות הפלסטינית בזיקה לטרור מהכספים המועברים אליה מממשלת ישראל, לפי החוק שחוקק ב-2018, בהתאם לסיכומים שנקבעו בדוחות שאושרו בוועדה לענייני ביטחון לאומי כאמור בסעיף 3 לחוק ההקפאה. מיום כניסתו לתוקף של חוק ההקפאה לא נמנע משרד האוצר מביצוע הקפאות. בנוסף – הקפאות שבוצעו בחודשים אוגוסט–דצמבר 2021: יובהר כי הכספים שהועברו לרשות הפלסטינית הם הקדמת העברתם של כספים שמדינת ישראל גובה עבור הרשות הפלסטינית מהכסף של הרשות הפלסטינית שמגיע לה לפי חוק.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,איך אתה גובה כסף שלא גבית?,4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,חמד עמאר,,השר במשרד האוצר,"כבר נגבה הכסף, ואתה יודע את זה, וסגן שר האוצר לשעבר יודע את זה – –",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,"לא, אבל איך אתה גובה כסף שלא גבית?",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,חמד עמאר,,השר במשרד האוצר,"– – שהכסף שוכב אצלנו חודשיים, לא חודש אחד. ואנחנו העברנו את זה אחרי חודש, לא אחרי חודשיים. לכן אנחנו, מהכסף של הרשות הפלסטינית, העברנו את הכספים בהתאם להסכם הביניים בהוראת חוק יישום ההסכם בדבר רצועת עזה ואזור יריחו (אזורים כלכליים והוראות שונות) (תיקוני חקיקה), התשנ""ד–1994. ולכן – – –",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,רק תסביר לנו איך אתה משלם את הכסף שלא גבית.,4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,חמד עמאר,,השר במשרד האוצר,"אני אמרתי לך, אנחנו גובים, והכסף שוכב אצלנו חודשיים. אנחנו העברנו אותו אחרי חודש. הכסף אצלנו, זה מהכסף שלהם שגבינו. שלהם. שקל אחד לא הועבר, ואתה יודע. אתה היית שר ותיק והיית גם חבר בוועדות כספים, ואתה מכיר. אתה לא יכול להעביר כסף במדינת ישראל מהתקציב בלי להביא את זה לוועדת הכספים. לכן זה לא הגיע לוועדת הכספים. הכסף זה כסף שהיה שייך לרשות הפלסטינית, פשוט העברנו אותו אחרי חודש, לא אחרי חודשיים. ולכן אין בהעברת הכספים הללו כדי לסתור או לפגוע ביישום הוראת חוק ההקפאה. אבל אני – – –",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,מיקי לוי,,"היו""ר","השר, זה אומר שמה שנמסר לרשות הפלסטינית זה כספי המע""מ והמכס שנגבו עבורה על ידי מדינת ישראל?",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,חמד עמאר,,השר במשרד האוצר,"בדיוק. מה שהועבר זה הכסף שלהם. פשוט הקדמנו את ההעברה; במקום שהכסף יהיה אצלנו, העברנו להם את הכסף. זה – 1.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,אם אפשר לקבל תשובה – – –,4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,חמד עמאר,,השר במשרד האוצר,2. אני רוצה לשאול אותך – – –,4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,"רק להבהרה, הרי העברתם מסמך שלכם, של האוצר; במסמך האוצר אתם כותבים – לא אנחנו, אתם כותבים: מינוס 300; לא לקחתם 100 – זה בסך הכול 400. לא לקחתם 50 ושילמתם 50 – זה 100. ביחד זה 500. זה מסמך שלכם.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,חמד עמאר,,השר במשרד האוצר,"כספי ההקפאה נגבו כדין. הייתה הקפאה כפולה, ביצענו את ההקפאה הכפולה, במקום 50 – 100. הייתה הקפאה לא כפולה, היו 50 מיליון. אנחנו ביצענו את ההקפאה לפי החוק, לא חרגנו מהחוק, הכול לפי החוק. אבל אני רוצה לשאול אותך – – –",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,אבל במסמך שלכם אתם – – –,4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
