knesset,session,speaker,party,role,text,subject,sub_subject
,,איתן גינזבורג,,"היו""ר",והוא היה טעים?,132. התפרצות מגפת הפה והטלפיים,
,,עודד פורר,,שר החקלאות ופיתוח הכפר,"הוא היה טעים. לא רק שהוא היה טעים. זו הייתה הפעם הראשונה שאכלתי צ'יזבורגר, כי אני שומר כשרות, אבל פה אין שום בעיה. וכדי לייצר את אותם מוצרים אתה צריך קטניות שהן עשירות יותר בחלבון. אז למשל החומוס, שעשיר יותר בחלבון, החקלאי שמגדל אותו מקבל הרבה יותר כסף; העלות שלו לקילו היא הרבה יותר גבוהה. כמעט לא מגדלים אותו בישראל, אז צריכים לייבא אותו לכאן. למה שבמקום החומוס שמגדלים בישראל, שהוא החומוס הכי פשוט והכי בסיסי, לא יגדלו את המוצרים האלה או גם יפתחו אותם? בזה אנחנו משקיעים, בין היתר, במחקר והפיתוח.בסופו של יום, חבר הכנסת כסיף, הפתרון הטוב ביותר לכל האירועים האלה, שעליהם אנחנו מדברים ומהם אנחנו חוששים, גם של התפרצויות של מחלות, הוא דווקא הטכנולוגיה, המחקר והפיתוח, בין אם זו ביצה שאתה אוכל אותה שהיא בכלל מהצומח, גם כזאת יש, ועד לסטייק שגדל במעבדה.",132. התפרצות מגפת הפה והטלפיים,
,,איתן גינזבורג,,"היו""ר","שאלה נוספת. חבר הכנסת כסיף, בבקשה.",132. התפרצות מגפת הפה והטלפיים,
,,עופר כסיף,הרשימה המשותפת,,"תודה רבה, אדוני השר, על התשובה המפורטת. האמת שגם אני מאוד מעוניין להגיע לביקור ברחובות, באותה – – –",132. התפרצות מגפת הפה והטלפיים,
,,עודד פורר,,שר החקלאות ופיתוח הכפר,"אתה יכול בתחבורה ציבורית, זה לא רחוק ממך.",132. התפרצות מגפת הפה והטלפיים,
,,עופר כסיף,הרשימה המשותפת,,"לא ממש. וזה גם נשמע מעניין ואני מסכים איתך שזה נותן פתרונות להרבה דברים.השאלה הנוספת שלי היא קצת בכיוון אחר. מדי שנה יוצא נוהל אישור מקומות הסגר למקנה בידי משרד החקלאות. שם כתוב במפורש שיבוא בעלי חיים צריך להיעשות במשורה ורק על מנת להשלים פערים, בשל הסכנות הבריאותיות. ואני תוהה ושואל מדוע – או מה פשר הפער בין הנוהל לבין מה שקורה בפועל. תודה.",132. התפרצות מגפת הפה והטלפיים,
,,עודד פורר,,שר החקלאות ופיתוח הכפר,"שוב, כפי שאמרתי, מה שקורה בפועל הוא שהצריכה במדינת ישראל הולכת ועולה. הצריכה פר נפש של בשר במדינת ישראל הולכת וגדלה. ויותר מזה גם, אנחנו פה יותר ויותר נפשות על אותה יחידת שטח. כדי להשלים את זה, כמו שאמרתי, אי-אפשר לגדל את כל הבקר שאנחנו רוצים למאכל במדינת ישראל ונדרשות תמיד השלמות כאלו או אחרות.שוב אני חוזר, הפתרונות יבואו דווקא לא מהמלחמה במצב הקיים אלא יותר מההשקעה באלטרנטיבות, שיהיו גם כדאיות יותר וגם נכונות יותר – גם הבשר המתורבת, למשל, או פתרונות אחרים של יבוא בשר מצונן. אז יכול להיות שגם מי – ויסלחו לי הטבעונים או הצמחונים ששומעים או רואים אותנו עכשיו – גם מי שמתעקש לאכול את הסטייק הטרי שהוא רוצה לאכול, זה מה שהוא מבקש לאכול, הוא לא אוכל אותו כל יום, או לפחות רוב הציבור לא אוכל כל יום את אותו בשר טרי. אז אתה חייב לגוון, והגיוון מגיע דווקא בעובדה שנאפשר יבוא של בשר מצונן עם יותר ימי תוקף, מה שכמובן מפחית משמעותית את הסבל של בעלי החיים לפחות במובן של המשלוחים החיים.מהצד השני, ככל שנשקיע יותר במחקר ופיתוח שייתנו לנו פה אפשרויות, בין אם זה לבשר מתורבת שגדל במעבדה או לתחליפים אחרים מהצומח, שהרבה פעמים גם יש להם ערכים תזונתיים טובים יותר ובריאותיים יותר, אנחנו נמצא גיוון רחב יותר של אפשרויות התזונה של אזרחי ישראל לעומת מה שחייבים לגדל באותן שיטות שאנחנו מכירים והן מוכרות לנו כשיטות הקונבנציונליות.יחד עם זאת, ואני אומר את זה גם כמי שאמון על הנושא, תמיד אני צריך לאזן בין האינטרסים של אזרחי ישראל, שרוצים לצרוך בשר ורוצים לצרוך אותו גם במחירים סבירים. חשוב להבין שאם נתחיל למנוע מהם – ברגע שנמנע כניסה או נמנע את היכולת לצרוך את כל הבשר שכולם רוצים, שוב, היצע וביקוש, יהיה פחות בשר, המחיר של הבשר יהפוך להיות הרבה יותר גבוה, ואז היחידים שייהנו יהיו השכבות העליונות.אותו דבר גם נכון לפירות וירקות. כשאנחנו מובילים היום את הרפורמה הזו, למשל, היא נובעת בין היתר מזה שהייצור החקלאי במדינת ישראל בשנת 2022 זהה מבחינת התפוקה שלו לייצור החקלאי שהיה במדינת ישראל בשנת 2000. רק מה, במקום שישה מיליון תושבים שחיו פה בערך, כשישה מיליון תושבים שחיו פה בשנת 2000, חיים פה היום קרוב לעשרה מיליון תושבים. המשמעות – פחות פירות וירקות על הרבה יותר אנשים שנמצאים כאן שרוצים לצרוך אותם. ואז אנחנו רואים את גרף מחירי הפירות והירקות טס למעלה בזינוק של למעלה מ-100% במחיר, וירידה של קרוב ל-30%, 25%–30%, בצריכה של פירות וירקות. פה צריך להבין, חבר הכנסת כסיף, הירידה בצריכת פירות וירקות היא לא בשכבות של העשירונים העליונים, היא דווקא קורית בעשירונים התחתונים, שמתחילים לספור את מספר הפירות והירקות שהם קונים בסופר בגלל שהמחירים טסו למעלה. ולכן המשמעות של מה שאנחנו עושים מוכוונת קודם כול באמת לאפשר לכולם לרכוש ולצרוך מזון בריא במחירים שהם מחירים סבירים. הוא הדין לגבי בשר. אם אנחנו לא נאפשר ולא ניצור פה חלופות ואלטרנטיבות לתצרוכת של מזון מהסוג הזה, אז מה שיקרה הוא שהמחיר של מה שיש יעלה – הכלל הבסיסי והפשוט של היצע וביקוש, גם במובנים של מזון. גם שם הנושא הזה בא לידי ביטוי. כמובן שבתוך זה – החשיבות שאני שמתי והצבתי במשרד החקלאות, של לקחת בחשבון ולשים את הנושא הזה על השולחן כחלק מהשיקולים של צער בעלי חיים ושל האופן שבו אנחנו גם מגדלים את בעלי החיים במדינת ישראל, היא חשיבות דרמטית. היא חשיבות דרמטית קודם כול מבחינת איזו מדינה אנחנו ולאילו מדינות אנחנו רוצים להידמות.אם אני שוב אחזור לדיון שהיה אתמול, האם אני רוצה שהתרנגולות כאן יגדלו כמו במדינות מפותחות או כמו במדינות של עולם שלישי? אנחנו צריכים להיות בצד של המדינות המפותחות וללכת בכיוון של האיחוד האירופי לכיוון של לולים ללא כלובים. ולצד זה שאנחנו מדברים על מתקנים מתקדמים, אנחנו מדברים גם על הבטיחות הביולוגית, שבסופו של יום משורשרת לבטיחות של אזרחי ישראל. אם אנחנו נמשיך לגדל תרנגולות בלולים שמותאמים לאמצע המאה הקודמת, על המשמעויות של הבטיחות הביולוגית שלהם, אנחנו נמשיך ונקבל פה תוצרת שהיא פחות טובה מבחינה סניטרית, אנחנו נמשיך לסכן את הציבור הישראלי, גם את זה שחי ליד אותם לולים, בחשיפה למחלות כאלה ואחרות והתפרצויות של מחלות. הוא הדין לגבי מקנה. רק בשנה האחרונה חווינו התפרצות חזקה מאוד של שפעת עופות. הסיכון היה גדול מאוד, לצערי, דווקא בחלק מהיישובים שבהם גדלות התרנגולות האלה, כי צריך להבין, התפרצות של שפעת עופות, אם היא קורית בלול עם בטיחות ביולוגית שהוא מחוץ לתחומי יישוב, מרוחק מבני אדם, קל לי לבודד את האירוע. וברגע שאני מבודד את האירוע אין סיכון לבני אדם ומצליחים גם להשתלט עליו מהר. אבל אם אנחנו הולכים למושב שבו כל הלולים מפוזרים בין הבתים, לולים פתוחים, שבהם המחלות עוברות בשנייה מלול ללול, בלי פינוי זבל שהוא פינוי מוסדר, ההתפרצות קודם כול קורית תוך שניות בכל היישוב, ואחרי שהיא קורית בכל היישוב, בגלל הקרבה של הלולים לבתים אנחנו עלולים אפילו לעמוד בפני סיכון של פינוי היישובים. ולכן האיזון הזה של צער בעלי חיים הרבה פעמים נוגע גם באיזון של הבטיחות הביולוגית והבריאותית כדי לשפר אותה לאזרחי ישראל. אנחנו עושים את זה ורוצים לקדם את זה גם בתחום המקנה, וכמובן גם בתחום ענף הלול, ואני מקווה שנקדם את התקנות שדיברנו עליהן אתמול להצבעה כמה שיותר מהר.",132. התפרצות מגפת הפה והטלפיים,
,,איתן גינזבורג,,"היו""ר","תודה רבה. שאלה נוספת – לחברת הכנסת יעל רון בן משה, שאלה לשר החקלאות, במשך דקה.",132. התפרצות מגפת הפה והטלפיים,
,,יעל רון בן משה,כחול לבן,,"תודה רבה, אדוני היושב-ראש. כבוד השר, בדצמבר 2021 התפרצה שפעת העופות בלולים ופגעה בעופות בעיקר בצפון הארץ. 85 לולנים, כולם גרים בקו הגבול הצפוני, נפגעו מאוד ביכולת שלהם להתפרנס. לא הייתה באותה עת אפשרות לרכוש ביטוח מפני שפעת העופות. גם היום אין אפשרות לרכוש ביטוח כזה. סך הנזק – הנזק שעוד ניתן להשלים כפיצוי ללולנים – נאמד ב-10 מיליון שקלים בלבד. עבורנו זה בלבד, עבורם זה כמובן היכולת לספוג את ההפסד הזה.אני רוצה לציין, אין לזה כל קשר לרפורמה בחקלאות, שעליה דנים בנפרד. זה נזק שקרה בעבר, כשהם איבדו את היכולת להתפרנס, אולי בדומה לפיצוי עסקים בתקופת האומיקרון. כיצד אתה מתכוון לפעול בנושא?",132. התפרצות מגפת הפה והטלפיים,
,,עודד פורר,,שר החקלאות ופיתוח הכפר,"תודה. ראשית, אני פועל בנושא מאותו רגע שהתפרצה שפעת העופות בעיקר במושב מרגליות ובמושב שלם, ששם הייתה התפרצות. הקשר הוא שראינו שבדיוק כל אשר יגורנו בא. זאת אומרת, ראינו מה קורה במושב שבו הלולים הם בתוך המושב. חלק נכבד מהלולים – לולים שלא עומדים בבטיחות ביולוגית, וההתפרצות הזאת תוקפת את המושב כולו ומחסלת שם פשוט את ענף הפרנסה. הפגיעה באנשים עצמם היא ממש פגיעה קשה, והפיצוי המוגדר בחוק לאירוע של שפעת עופות, כמו גם לאירועים אחרים, אגב, של מגפות אחרות מן החי שקורות בענפים אחרים, הוא הפיצוי על העוף.אבל הדוגמה הטובה ביותר לעד כמה הענף עצמו, כענף, מנוהל בצורה שכמעט לא מאפשרת סיוע בו היא הדוגמה של מה שקרה במרגליות. כי איך מנוהל ענף הלול? ענף הלול מנוהל בזה שיש כ-2,850 מכסות שחולקו לאנשים כדי שיגדלו את העופות, מתוכם רק כ-1,350 מגדלים, השאר משכירים את המכסה שלהם למגדל גדול שהם מתארחים אצלו בלול. הם לא רואים את התרנגולת, הם לא פגשו אותה, הם לא מגדלים אותה. הם נהנים מהשכר שהם מקבלים כשכר מאותו מגדל גדול.רצינו לפצות − אני אומר, יש בתקציב את עלות העוף קודם כול: השמידו עוף, צריך לשלם את עלות העוף. מגיע המגדל הגדול, שיש לו בערך 200,000 עופות בלול, רוצים לשלם לו, אבל ה-200,000 עופות הם בתוך מכסות של מגדלים אחרים. אז כדי לשלם לו אני צריך – הרי זה לא עוף שלו אלא של בעל המכסה, ואני צריך את ההסכמה של בעל המכסה. בעל המכסה לא מסכים, אין ביניהם הסכמים, אין התחשבנויות. כל הנושא ההתנהלותי בתוך האירוע הזה הוא בבלגן גדול, שמחייב אותנו למציאה של פתרונות יצירתיים. בזה המשרד שלי באמת הפך – לוליינות משפטית כדי להגיע ליכולת לפצות. כי אם אני אפצה, למשל, את המגדל הגדול, יבוא זה שהתארח אצלו ויגיד: למה נתת לו את עלות העוף? תן אותה לי. ואומר המגדל הגדול: אבל אני רכשתי את העוף, אני צריך לקבל את הפיצוי. שם היינו.על זה אני מוסיף את הפיצוי הנוסף, מעבר לעלות העוף, והוא הפיצוי על אובדן ההכנסה, כי באותו רגע הם איבדו הכנסה בסדר גודל של בין שלושה חודשים לחצי שנה. הדבר הזה לא נמצא ולא מוסדר בחקיקה. אני פועל היום עם ראש המועצה האזורית מבואות חרמון ועם משרדי הממשלה השונים, ודיברתי על זה גם עם שר הרווחה, כדי למצוא את הנתיב שיסייע לאותן המשפחות. אני מעריך שנצליח למצוא פתרון בקרוב, אבל יש פה סוגיה – גם כן, שוב, זה עניין משפטי. אנחנו עובדים על זה מסביב לשעון. לא נעלמה מעינינו המצוקה שם.",132. התפרצות מגפת הפה והטלפיים,
,,איתן גינזבורג,,"היו""ר","תודה רבה לחברת הכנסת יעל רון בן משה. חבר הכנסת יעקב מרגי, שאלה נוספת.",132. התפרצות מגפת הפה והטלפיים,
,,יעקב מרגי,"ש""ס",,"מכובדי השר – תודה, אדוני היושב-ראש, על המחווה – לא הייתי מבקש את הזכות לשאלה נוספת אם לא הייתי שומע את הנימוק של השר. אף אחד לא מתנגד לרפורמה ברווחת העוף בלולים ולהוצאת הלולים מהמשק, אלא יש לנו בעיה עם ההסתכלות של משרד החקלאות לאחרונה – אלא אם כן תזים את זה פה, תערער את זה – על העסק הזה שנקרא חקלאות בקווי הגבול. המשקים האלה, דינם כדין מסעדה שהצליחה או לא הצליחה באשדוד, תל אביב או באר שבע. יש עדיין ערך לחקלאות, יש ערך רב. אני לא אמנה אותו, ואתה מכיר אותו, ואתה מאמין בו. יש ערך לישיבתם בקווי הגבול. גם זה שאתה מציג את זה כאילו מכרו את המכסה ואותה אלמנה, אותו משק בית, נהנה מ-7,000 שקלים או 8,000 שקלים בחודש – העניין הוא כזה: בזמנו הממשלה רצתה לתקצב ב-380 מיליון שקלים, אם אני לא טועה, את המעבר של הלולים. מישהו צריך לשאת בעלות של הוצאת הלולים מהמשקים לאזור הגידול המשותף שמתוכנן. אני לא מבין למה כבר כמה קדנציות משרד החקלאות – עוד לפניך, עוד בתקופה של אורי אריאל – למה האוצר חזר בו ולא שם את זה? המגדלים מוכנים להוציא את הלולים. שהמדינה תישא בעלויות.",132. התפרצות מגפת הפה והטלפיים,
,,איתן גינזבורג,,"היו""ר","תודה. בבקשה, אדוני.",132. התפרצות מגפת הפה והטלפיים,
,,עודד פורר,,שר החקלאות ופיתוח הכפר,"קודם כול, אני לא בהכרח מסכים קטגורית שהמדינה היא זאת שצריכה לשאת בכל העלויות. אני חושב שבהחלט המדינה יכולה לתת סיוע במענקי השקעות, כמו שהיא נותנת לחקלאי שמשקיע ועושה השקעה. אני חושב שיש חשיבות בשותפות הזאת. בסופו של יום צריך להפריד בין הדברים. לחקלאות יש ערך מעבר לערך הכלכלי, נקודה. יש לחקלאות ערך מעבר לערך הכלכלי בעיקר על גבולות המדינה, נקודה. אני מאמין בזה, אני פועל לטובת זה, אבל החקלאות הזאת גם צריכה להיות חקלאות שמותאמת ברמה כזאת שלא בסוף כל אזרחי מדינת ישראל צריכים לשלם בשביל איזשהו אירוע קטן שאותו אנחנו רוצים לתת בתמיכה ישירה. אני ניהלתי לא מעט משאים ומתנים בחיי, וגם את המשא ומתן הזה בתחום של החקלאות. שוב ושוב ושוב, תאמין לי – אתה יודע מה, הזהירו אותי; כשנכנסתי לתפקיד אמרו לי, אתה תראה שככה זה יהיה עם הענף. הענף מקבל הצעות, אומר כן, ואחרי שעתיים נעלם. זה קרה לי איתם בוועדה אצל מיכאל ביטון. ישבו איתי, סיכמו איתי גם על תיקונים לתקנות, שניים-שלושה תיקונים שהסכמנו עליהם. אמרנו, בסדר, מסכימים עליהם, וכשהגענו לוועדה נשכחו הסיכומים. אני אומר את זה בצער. אני אומר בצער, כי אני חושב שבחלק מהמקרים יש מנהיגות שמוליכה שולל דווקא את אותם אלה שזקוקים לסיוע הזה. אותה קשישה או אלמנה שנמצאות על הגבולות, הן לא בתוך הפוליטיקה, הן לא פה במסדרונות. בסוף מגיעים כל מיני חבר'ה פה למסדרונות, עושים את ההופעה שלהם, מצלמים את הסרטון שלהם. זה בסדר, אין לי שום בעיה שיצעקו, שיגידו, שיעשו איזו הופעה שהם רוצים, אבל השאלה שאני שואל אותם בסוף: דאגתם לאותה אלמנה? הבאתם איזשהו פתרון? הפתרון מונח על השולחן, חבר הכנסת מרגי.אנחנו מוכנים לקחת חלק ולתקצב ולמצוא את הפתרונות. ידענו למצוא את הפתרונות האלה, שגם יסייעו גם בידי אזרחי ישראל לרכוש במקרה הזה ביצים טובות יותר, בבריאות סניטרית טובה יותר ובמחיר טוב יותר, וגם יהיו עבור אותם הלולנים, כדי לייצר להם את האלטרנטיבה, בין שזה בלול גדול ומודרני ורווחי ובין שזה גם בגידול אחר או בתעסוקה אחרת שיכולה לקרות באותו הלול. אגב, בחלק מהמושבים יש אנשים שעברו לגידול של indoor farming, מה שנקרא. לקחו את הלול הזה ומגדלים בתוכו חקלאות שהיא היום החזית שלכיוונה הולכת החקלאות, גידולים בתוך מכולות סגורות, ויודעים לעשות בזה שימושים.יותר מזה אני אגיד לך, אמרתי להם שאני מוכן לתמוך, יחד איתם, עם כל המשקל שלי כשר החקלאות ושל שר האוצר כשר אוצר, על כל המשמעויות של זה, גם בשינויי חקיקה שיידרשו כדי להסדיר שימוש אחר באותם לולים ישנים, בין שזה למגורים, בין שזה לתיירות ובין שזה לחקלאות אחרת. לצערי עד לרגע זה לא מצאתי פרטנר בצד השני. אני הולך לשבת איתם שוב בתחילת השבוע. מקווה שכן. להגיד לך שאפשר? כבר הגעתי עם חלק מהם לסיכומים, האחרים לא כיבדו. כל אחד – אני אומר לך, הפוליטיקה הרבה פעמים במקרים האלה ממש פוגעת בסוף באנשים שבקצה. מוטב שכולם יורידו את כל הטונים שלהם ואת כל האגו שלהם וינהלו את זה. ככה אני מסתכל על זה. אני יושב עם אנשים שהאמן לי, בימים אחרים, עם איך שהם מדברים גם אליי, גם אל עובדי המשרד וגם לאחרים, כנראה לא הייתי יושב איתם. אני אשב איתם שוב ושוב ושוב – לא בגללם, אלא בגלל מי שהם אמורים לייצג, והם לא מייצגים אותו, והם פוגעים בו. אז בסדר, אז יצעקו עליי בוועדה, ויצעקו עליי פה, ויעשו את הסיבוב התקשורתי. אחלה, אין לי בעיה עם זה. אני אומר לך שוב: יש אפשרות, אנחנו מוכנים לסייע, מוכנים לקחת חלק במהלך הזה, הוא מהלך שאנחנו צריכים לעשות יד ביד. אבל זה מהלך שאומר, משני הצדדים: זה אומר שגם המדינה באה ומסייעת, אבל גם הענף עצמו, מה לעשות, חייב להשתדרג, חייב לצאת מהקופסה. גם יכול להיות שיהיו כאלה שיצאו מהענף. גם את זה שמנו על השולחן, כולל תקציב לרכש מכסות. זה היה על השולחן, זאת הצעה שהם מכירים. לצערי, הם לא היו שם.אני אומר לך שוב, בעיניי הפתרון הטוב ביותר הוא לשים תאריך יעד לסיום התכנון בענף תוך כמה שנים. לעשות את זה בהדרגה. לאט-לאט חלק מהאנשים יצאו מהענף, חלק מהאנשים ישתדרגו בענף. נהיה גם עם ענף טוב יותר, וגם אנשים יקבלו אפשרויות פרנסה אחרות. תודה, אדוני היושב-ראש.",132. התפרצות מגפת הפה והטלפיים,
,,איתן גינזבורג,,"היו""ר","תודה רבה לשר החקלאות ופיתוח הכפר.אנחנו עוברים לשאילתה הבאה, שאילתה לשר התקשורת. אני מזמין את שר התקשורת יועז הנדל לתפוס את מקומו ואת חבר הכנסת רון כץ להציג את השאילתה שלו, שאילתה מס' 133. בבקשה, חבר הכנסת כץ.","133. המשחק ""פורסאן אל-אקצא"", המעודד שחקנים לרצוח חיילי צה""ל בכל דרך אפשרית",
,,רון כץ,יש עתיד,,"תודה רבה, אדוני. תודה רבה לשר התקשורת. השאילתה מדברת על נושא שהפך להיות אפילו עוד יותר – – –","133. המשחק ""פורסאן אל-אקצא"", המעודד שחקנים לרצוח חיילי צה""ל בכל דרך אפשרית",
,,איתן גינזבורג,,"היו""ר",אדוני צריך לקרוא את השאילתה מהכתב.,"133. המשחק ""פורסאן אל-אקצא"", המעודד שחקנים לרצוח חיילי צה""ל בכל דרך אפשרית",
