knesset,session,speaker,party,role,text,subject,sub_subject
,,גבי לסקי,מרצ,,"כבוד היושב-ראש, חברות וחברי הכנסת, אני חייב לומר שחברת עמידר כשלה במשימתה להתחדשות עירונית ומפנה את הדרך ליזמים פרטיים. לפני שש שנים העניקה המדינה לעמידר סמכות לקדם מיזמים להתחדשות עירונית בהיקף של אלפי דירות, בתקציב של 2.5 מיליארד שקל. בפועל, עמידר לא בנתה אף דירה אחת, גם לא בתמ""א 38, ונתקעה בשלבי התכנון. ההסכם החדש יאפשר ליזמים פרטיים לקחת את המושכות ולהעביר מעמידר ליזמים פרטיים, שזה אף פעם לא יהיה לטובת זכאי הדיור הציבורי.הגיע הזמן שנחזיר את המושכות אל המדינה ושעמידר תעשה את מה שמוטל עליה ותגדיל את המלאי של הדיור הציבורי. זו חברה שיש לה עכשיו רווח. לא ייתכן שחברה משכנת – היא לא חברה עסקית, היא צריכה להשקיע את כל הכספים כדי להגדיל את המלאי ולטפל בדירות המוזנחות. תודה רבה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת טופורובסקי, בבקשה.",נאומים בני דקה,
,,בועז טופורובסקי,יש עתיד,,"תודה, אדוני היושב-ראש. חבריי חברות וחברי הכנסת, כמו בכל שבוע גם השבוע אקריא ואציין את פרטי תאונות הדרכים הקטלניות שהתרחשו בשבוע החולף.ביום רביעי, 11 במאי, נהרג צעיר בן 27 בכביש 804, סמוך ליישוב לוטם. עוד באותו היום נהרג הולך רגל בן 77 ברחוב הגליל בחדרה. בהמשך יום הדמים הזה נהרג הולך רגל נוסף, בן 47, בשדרות ירושלים בקריית ביאליק. בסוף אותו היום נפטר מפצעיו רוכב אופניים בן 72 שנפגע בכביש 42, סמוך ליבנה, ב-3 במאי. אתמול, 15 במאי, נהרג הולך רגל בן 26 בתאונה בכביש 6, סמוך לקריית גת. חמישה אנשים נהרגו בשבוע החולף, 138 מתחילת השנה. סעו בזהירות, שמרו על חייכם. תודה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חברת הכנסת שטרית, בבקשה.",נאומים בני דקה,
,,קטי קטרין שטרית,הליכוד,,"אדוני היושב-ראש, אני התכוונתי לדבר על משהו אחר היום, אבל כשראיתי את הסטודנטים שיושבים כאן נזכרתי במראות שכולנו ראינו אתמול באוניברסיטת תל אביב. דגלי אש""ף מונפים להם בצורה כל כך ברוטלית, כל כך הרבה דגלים. עומדת שם סטודנטית אחת עם דגל ישראל, אחת. תארו לעצמכם את מי הזיזו משם, את מי סילקו משם – את הסטודנטית עם דגל ישראל. המל""ג צריך להתבייש בעבודה שלו, בפשיטת הרגל שלו המוסרית, הערכית, הקיומית של מדינת ישראל. אנחנו מדינת ישראל, מדינה יהודית, ודגלי ישראל יונפו, יונפו בכל מקום אפשרי. אני מגישה הצעת חוק שמי שיניף דגל אש""ף ימצא את עצמו או בסוריה או ברמאללה. שם הוא צריך להיות.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת אבו שחאדה, בבקשה.",נאומים בני דקה,
,,סמי אבו שחאדה,הרשימה המשותפת,,"כבוד היושב-ראש, חברות וחברי הכנסת, יצא לי אתמול להשתתף באירוע הזכרת הנכבה שעשו הסטודנטים הערבים-פלסטינים לזכר 74 שנות נכבה. הסטודנטים עשו טקס מאושר על ידי המשטרה, על ידי האוניברסיטה, והתנהגו למופת. אני מאוד גאה בסטודנטים שלנו.",נאומים בני דקה,
,,קטי קטרין שטרית,הליכוד,,"הם הכו, הם הכו שם.",נאומים בני דקה,
,,סמי אבו שחאדה,הרשימה המשותפת,,"מולם, אדוני, הגיעו סטודנטים פשיסטים של תנועה בשם אם תרצו. לא שהם באו למחות נגד או להביע דעה נגד, הסטודנטים האלה באו לחגוג נכבה, כבוד היושב-ראש, עם דגלונים של ""נכבה שמח"", ""נכבה חרטא"", מוזיקה, תופים, מראה שבעיניי מצביע על החולי שהגיעה אליו החברה הישראלית. לא רק שאנחנו היינו בימים הישנים של מכחישי נכבה, שזה אסון כשלעצמו, החברה הידרדרה לחוגגי נכבה, כבוד היושב-ראש. בכל חברה שיש בה טיפת אנושיות המראה הזה היה נעצר. המשטרה הייתה מונעת אותו, הנהלת האוניברסיטה הייתה מונעת אותו, אזרחים נורמטיביים היו מונעים אותו, כבוד היושב-ראש. עם זאת, במקום למנוע, האנשים המסוכנים האלה – המשטרה תקפה את הסטודנטים הפלסטינים, שלושה מהם הוכו, אחד מהם הגיע בכלל לבית משפט – – –",נאומים בני דקה,
,,קטי קטרין שטרית,הליכוד,,"שקר, שקר, שקר.",נאומים בני דקה,
,,סמי אבו שחאדה,הרשימה המשותפת,,"הדבר הזה, כבוד היושב-ראש, זה פשוט מראה שבעיניי – לא אנושי, לא אנושי, מיותר, והבעיה היא לא רק הקיצונים של אם תרצו, הבעיה זה העיוורון של החברה בכללותה, שיכולה לאפשר לאנשים לחגוג נכבה. תודה רבה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת יברקן, בבקשה.",נאומים בני דקה,
,,דסטה גדי יברקן,הליכוד,,"אדוני היושב-ראש, חבריי חברי הכנסת, אדוני יושב-ראש הכנסת, הדברים הבאים שלי מופנים אליך, אדוני. לפני כמה חודשים חבר הכנסת דודי אמסלם התראיין ברדיו וביקר את בית המשפט העליון ואת הנשיאה, ואתה לקחת זמן דיבור פה בכנסת והתנצלת בשם כל חברי הכנסת, בעצם בשמנו – ולא כל ההתנצלות שלך מקובלת על ידי כל הח""כים, כל הבית – טרחת להזכיר זאת. זכותך.אני רוצה לשאול אותך, אדוני היושב-ראש, האם אתה, כניצב בדימוס, מפקד מחוז ירושלים, כשוטר מוערך, התנצלת בשם הכנסת כששני חברי כנסת הכו שוטרים וביזו את כל שוטרי ישראל, ובאמצעות זה סירסתם את יכולת ההרתעה של שוטרים מול אותם מחבלים? האם אתה כיושב-ראש הכנסת הוצאת הודעת גינוי של אותם חברי כנסת, שהם חברים שלנו במליאה? האם היה לך חשוב לבוא ולבקר את חבריך לכנסת, או שההישענות שלכם במשותפת היא גם קודמת לביטחון ישראל, גם קודמת לכוח ההרתעה של השוטרים? האם האמירה שלך כיושב-ראש כנסת וקצין מוערך לא הייתה אמורה לתת גיבוי לכל שוטרי משטרת ישראל?ואני חושב שמה שאנחנו רואים עכשיו זה התרופפות ברוח הישראלית, שאין לה קשר לפוליטיקה של שמאל וימין. והממשלה הזו היא חוקית ולגיטימית, ואם היא תרצה, היא תמשול בכל הדרכים החוקיות. אבל לפגוע ברוח הישראלית בכך שהיהודים מפחדים להסתובב, בכך שסטודנטית אחת עומדת בארץ ישראל, באוניברסיטת תל אביב, ומקבלת מחמאות על כך שרק הניפה דגל ישראל, לזה הגענו? אני חושב, אדוני היושב-ראש, שאתה צריך מייד להוציא קריאה דחופה לשני חברי הכנסת שהכו שוטרים, ואם לא לשם הכבוד הלאומי לפחות לחבריך שלובשים מדים. תודה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חברת הכנסת בזק, בבקשה.",נאומים בני דקה,
,,ענבר בזק,יש עתיד,,"כבוד היושב-ראש, חבריי חברי הכנסת, הדיון הבא במליאה הולך לעסוק בנושא שהוא מאוד כאוב, נושא הפשיעה החקלאית. אני שמחה שהוא עולה פה על בימת הכנסת. רציתי לבוא ולספר שכתושבת הגליל, ואני מסתובבת הרבה, פוגשת הרבה מאוד בעלי עסקים, חקלאים, המצב הגיע לנקודת קצה. אין היום עסק בגליל שלא מכניס לתוכנית העסקית שלו סעיף של פרוטקשן. הם פשוט כבר יודעים מראש שהם צריכים להכניס את זה לתוכנית העסקית כי זאת הוצאה שתהיה להם בכל מקרה. אין היום פרדס או מטע באזור הגליל שלא יודע שחלק מההפסדים הקבועים שלו זה אנשים שמגיעים, נכנסים לתוך הפרדס, לתוך המטע, ולוקחים פירות, חושבים שזה שטח ציבורי ופתוח לכול.אני מבקשת באמת שהיום הדיון הזה שמתחיל בקריאה לסדר – הולך להיות פה דיון בנוכחות ראש הממשלה – לא יסתיים בדיבורים פה במשכן, אלא שייעשו מעשים ושנעשה תוכנית ונראה איך אנחנו פותרים את הבעיה הזאת, כי החקלאים בגליל והעסקים בגליל פשוט כבר לא יכולים לעמוד בהוצאות האלה ולספוג אותן. תודה רבה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חברת הכנסת וולדיגר, בבקשה.",נאומים בני דקה,
,,מיכל וולדיגר,הציונות הדתית,,"תודה רבה, כבוד יושב-ראש הכנסת. כנסת נכבדה, אני הבוקר, מוקדם בבוקר, יצאתי מביתי לכיוון הכנסת, אני פותחת רדיו ושומעת ברשת ב' מקרה שזעזע אותי, לא נתן לי מנוח. א', כך הם כינו אותו, הוא מתמודד נפש, הוא פנה לבית חולים פסיכיאטרי כי סיפר שם שעולות לו מחשבות לפגוע בבני המשפחה שלו והוא רוצה טיפול, הוא רוצה אשפוז. אשפזו אותו בבית החולים והתחילו לתת לו את הטיפול שלו הוא זקוק. אממה, וזה פשוט לא ייאמן, כדאי שתקשיבו, הגיעה משטרה לבית החולים לעצור אותו ועצרה אותו, ועל מה? על זה שהוא חשב לפגוע בבני המשפחה שלו. ואני אומרת, רגע, ריבונו של עולם, הוא הגיע לבית החולים כדי לקבל טיפול, שייתנו לו את הטיפול. הרי בבית המעצר אף אחד לא יטפל בו. זה חלק מהבעיה שלו, והוא מודע לה. הגיע לבית החולים על סמך משהו שהוא אמר למטפל שלו – שאין לי מושג איך זה הגיע למשטרה – ועוצרים אותו על כך, ובבית המעצר אין שום טיפול. מה הועילו חכמים בתקנתם? אני בהחלט אפנה בשאילתה גם לשר לביטחון הפנים וגם לשר הבריאות איך זה ייתכן שבן אדם שאמור להיות בבית החולים ובית החולים אשפז אותו, לוקחים אותו משם לבית מעצר בגלל מה שהוא חשב ושיתף, את המחשבות שלו. הפכנו למשטרת מחשבות וחבל.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר",תודה רבה.[לפי סעיף 45 לתקנון הכנסת.],"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מיקי לוי,,"היו""ר","נמשיך בסדר-היום. ובכן, אנחנו ניגשים לדיון בהשתתפות ראש הממשלה לבקשת 40 חברי הכנסת – העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ וגביית דמי חסות מבעלי העסקים ברחבי ישראל. את הדיון יפתח חבר הכנסת יואב גלנט. בבקשה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קטי קטרין שטרית,הליכוד,,"היושב-ראש, ראש הממשלה לא צריך להיות כאן?","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מיקי לוי,,"היו""ר",גם ראש האופוזיציה וגם ראש הממשלה וגם חבר הכנסת – – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,דוד אמסלם,הליכוד,,מה זה קשור?,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מיקי לוי,,"היו""ר","הינה, ראש האופוזיציה הגיע. תודה לך.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,דוד אמסלם,הליכוד,,ראש הממשלה צריך להיות פה.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מיקי לוי,,"היו""ר",דקה. וגם חבר הכנסת גלנט הגיע. מישהו יכול לבדוק מה עם – – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קטי קטרין שטרית,הליכוד,,אני מקווה שהוא לא ישן צוהריים.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,דוד אמסלם,הליכוד,,ישן צוהריים. פעם אחרונה היה צריך לסגור לנו את הישיבה לאיזה חצי שעה עד שהוא התעורר.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מיקי לוי,,"היו""ר","מישהו יכול לבדוק מה עם ראש הממשלה, בבקשה?","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,יואב בן צור,"ש""ס",,"שנ""ץ.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קטי קטרין שטרית,הליכוד,,"אז שמישהו יעיר אותו, אמיתי. יעיר אותו לאט-לאט, שהוא לא ייבהל. אדוני היושב-ראש, המילים הללו – – –","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מיקי לוי,,"היו""ר",יש לכם תשובה בשבילי?,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,דוד אמסלם,הליכוד,,או שתביא את מנסור עבאס.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קטי קטרין שטרית,הליכוד,,"אני רוצה להתנצל בפני הסטודנטים, ראש הממשלה לא הגיע, הוא ישן.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,דוד אמסלם,הליכוד,,"תמתינו כמה דקות, חבר'ה. כשהמרצה מאחר מה אתם עושים?","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קטי קטרין שטרית,הליכוד,,לא לקחת דוגמה אישית.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאה,,,"האמת היא, אני לא אומר שראש הממשלה ישן, אבל תנומה קלה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מיכל וולדיגר,הציונות הדתית,,– – – אנחנו מנדבים מיטות – – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קטי קטרין שטרית,הליכוד,,למה? ככה זה נחמד לנהל דיונים פתטיים. זה הדור הבא.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,דסטה גדי יברקן,הליכוד,,אין ממשלה.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,דוד אמסלם,הליכוד,,"מזכיר הכנסת, מה עושים במצב הזה? אני מקבל בינתיים את רשות הדיבור?","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מיקי לוי,,"היו""ר","כן, חבר הכנסת גלנט יכול לעלות מצידי. זה לא בתקנון.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,דוד אמסלם,הליכוד,,"אז מה עכשיו, אנחנו כאילו מסתכלים עליו?","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,דסטה גדי יברקן,הליכוד,,"אדוני, הוא יכול לא לבוא והציבור ידע.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,דוד אמסלם,הליכוד,,"עוד מעט אלקין יגיד, תראו את אמסלם, איך הוא מדבר? מר אלקין, רציתי להזכיר לך שהריבית עולה, זה עולה במיליונים. האנשים מחכים שתחזיר כספים שגנבת. אחרי זה תגיד שאני בריון. כן, כן, אתה גנב קטן. אמסלם בריון, מדבר לא יפה. אתה חייב למעלה מ-7.5 מיליון שקלים. לא חייב, לקחת שוחד. אנחנו קיבלנו אותך לליכוד. אני, אמסלם. אתה לא היית בליכוד בכלל, היית בקדימה.אוה, בוא נקום לכבודך, תודה רבה שבאת.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מיקי לוי,,"היו""ר","טוב, תודה רבה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,דוד אמסלם,הליכוד,,תודה רבה שהואלת בטובך לבוא.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מיקי לוי,,"היו""ר","חבר הכנסת אמסלם, תודה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,דוד אמסלם,הליכוד,,"לא, תודה רבה שבא. תודה רבה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
