knesset,session,speaker,party,role,text,subject,sub_subject
,,יבגני סובה,,"היו""ר",נכון מאוד. כן.,136. מסילת הרכבת נחף,
,,אוסאמה סעדי,הרשימה המשותפת,,"ואני הייתי שם, ואחרי זה היה לי דיון מהיר בוועדת הבריאות. אז אני מקווה שלפחות את הנושא הזה של תורים ארוכים לדרכונים ולתעודות זהות – היום שמענו שיש תוכנית של משרד הפנים ושל רשות האוכלוסין למציאת פתרון לבעיה הקשה הזאת, שהיא בעיה של כלל האזרחים, שלא מקבלים תורים לחידוש דרכונים ולחידוש תעודת זהות ביומטרית. אז שמענו ממנהל רשות האוכלוסין תומר מוסקוביץ', ואני יודע שגם שרת הפנים שוקדת על העניין הזה ומציעה פתרונות. אני מקווה שסוף-סוף יימצאו הפתרונות ואזרחים לא יסבלו, גם מזמן ארוך ותורים ארוכים אבל גם מהנפקת דרכונים, כי, גברתי השרה, כפי שאת יודעת, אזרחים שמגיעים לתור, סוף-סוף מקבלים תור, אחרי זה צריכים להמתין גם שבועות ולפעמים חודשים לקבל את הדרכון.",136. מסילת הרכבת נחף,
,,אילת שקד,,שרת הפנים,שישה שבועות.,136. מסילת הרכבת נחף,
,,אוסאמה סעדי,הרשימה המשותפת,,"אוקיי. אז השאילתה לכבוד שרת הפנים, בעניין מסילת הרכבת בכפר נחף – ועדת התכנון המחוזית בצפון תפקיד תוכנית פריסת מסילת רכבת והרחבת כביש 85 תוך כדי הפקעת מאות דונמים מהיישוב נחף. תוכנית זו תהפוך את היישוב לגטו ותפגע בהתפתחות הכפר ובפיתוחו העתידי.ברצוני לשאול את כבוד השרה:1. מדוע לא תעיין הוועדה מחדש בתכנון פוגעני זה?2. מדוע לא ייבדקו חלופות נוספות, פוגעניות פחות? תודה.",136. מסילת הרכבת נחף,
,,אילת שקד,,שרת הפנים,"בסדר. רק אמירה אחת על הדרכונים – ביום ראשון תיפתח לשכה חדשה בבני ברק להנפקת דרכונים זמניים. זאת אומרת שמי שצריך דרכון דחוף בששת השבועות הקרובים ולא רוצה לעשות את זה ברגע האחרון בשדה התעופה, יוכל במחיר הרגיל להגיע לבני ברק ולהוציא דרכון זמני. אני הארכתי את התוקף של הדרכונים הזמניים משנה לשנתיים.ובעניין של השאילתה – פרויקט מסילת הרכבת לקריית שמונה הוא אחד הפרויקטים החשובים במחוז, פרויקט אשר יאפשר את חיבור הצפון למרכז הארץ בתשתית ציבורית חשובה מאין כמוה. אין ספק שהמרוויחים הגדולים ממנה יהיו בראש ובראשונה מי שנמצאים סמוך לקו הזה, ותושבי נחף ביניהם.כביש 85 הקיים היום הוא כביש דו-מסלולי, דו-נתיבי, הנמצא בדופן הדרומית של נחף. מצב זה אינו משתנה כלל בעקבות תוכנית המסילה. הפרויקט משדרג את כביש 85 הקיים ומשפר את הנגישות התחבורתית והתנועתית של תושבי נחף ובקעת בית הכרם למוקדי תעשייה ומסחר מרחביים, כך שהטענה להפיכת היישוב לגטו עקב הקמתה של המסילה היא טענה שפשוט אינה נכונה בשום צורה ואופן.קידומה של התוכנית נמשך זה כמה שנים, ובניגוד לנטען בשאילתה, במהלכן נבחנו כמה חלופות מיטביות לתוואי המסילה והתקיימו כמה דיונים וכן סיורים בשטח התוכנית תוך היוועצות עם גורמים רבים בעניין. בחירת חלופה לתוואי כה ארוך מצריכה איזון בין שלל האינטרסים של כל בעלי העניין. מטבע הדברים, יש פשרה שכמובן מאזנת בין כל האינטרסים השונים. האינטרס של כמה בעלי קרקעות ביישוב אשר ייתכן שחלק מקרקעותיהם יופקעו או שייעודן ישונה – כנגד פיצוי כדין, כמובן – אינו יכול להיות אינטרס בלעדי. חשוב להדגיש כי במסגרת בחינת החלופות נשקלו גם השיקולים של בעלי הקרקעות הפרטיות בנחף, מתוך מגמה ברורה לצמצם ככל שניתן את הפגיעה בהם.תוכניות תת""ל/49 ותת""ל/17/א המאושרות קובעות את מיקומו ואופיו של כביש 85 לאחר שעברו הליכים של שמיעת השגות הציבור והכרעה תכנונית בהן, ומעמדן גובר על מעמד התוכנית שעליה שאלת. פרויקט המסילה מסיט את כביש 85 רק במקטע קצר, שאינו נכלל בשתי תוכניות אלו וכהמשך להן, ומיקומו מוכתב גם על פיהן וגם מאילוצי בינוי בשטח. לפיכך, האפשרות להסיט את הכביש ממקומו הנוכחי מוגבלת מאוד. חשוב להדגיש: גם לאחר בחירת החלופה המיטבית, ההחלטה בדבר התוואי המדויק של המסילה טרם התקבלה.יצוין כי נעשו כמה ניסיונות לתאם מפגשים עם ראש המועצה ועם הצוות המקצועי של המועצה, אולם אלו נדחו פעם אחר פעם על ידי האחרונים בטענות שונות. גם ביום שבו נדון תוואי המסילה והדרך, במאי, בחרו נציגי המועצה המקומית שלא להציג את עמדתם בישיבה שנערכה, ושלחו מסמך המפרט את טענותיהם בעניין, כך שאין למועצה להלין אלא על עצמה בעניין הזה.חשוב לציין כי גם לאחר קבלת ההחלטה על ידי הוועדה ישנם הליכים הקבועים בחוק לעניין התנגדויות ועררים, וכל אחד רשאי לפעול בהתאם לזכויות המוקנות לו בדין, כך שלאותם בעלי קרקעות שיראו עצמם נפגעים, אם יהיו כאלה, תינתן אפשרות להציג את עמדתם בעניין בהתאם לשלבים הקבועים בחוק. זהו.",136. מסילת הרכבת נחף,
,,יבגני סובה,,"היו""ר","שאלה נוספת, בבקשה, ואחר כך גם חבר הכנסת טיבי רוצה לשאול.",136. מסילת הרכבת נחף,
,,אוסאמה סעדי,הרשימה המשותפת,,"תודה, כבוד השרה, על התשובה. אני גר באזור שם, ואני הייתי כמה פעמים – רק לפני כמה ימים הייתי בניחום אבלים בכפר נחף. אנחנו בקשר עם המועצה, ואנחנו מבינים את הצורך בהקמת תשתיות, בין שזה כביש 6, בין שזה חברת חשמל ובין שזה מסילת רכבת וכל זה. אבל הבעיה היא שכל התשתיות האלה הן על חשבון היישובים הערביים, שממילא הם חנוקים ואין שטחי בנייה ואין הרחבה. ביישוב נחף בעיקר יש את 85, איך שאמרת, שבאמת הוא חוצה, ויש עכשיו את המסילה. אני בקשר גם עם משרד המשפטים, גם עם משרד הפנים, בעניין כל העסקים שעל כביש 85 שקיבלו התרעות וקנסות במאות אלפי שקלים על פי תיקון 116, חוק קמיניץ. כך שבאמת צריכים – תמיד אנחנו באים – גם המועצות, גם התכנון שם – תמיד אנחנו באים עם חלופות פחות פוגעניות. לכן כל בקשתנו היא לשקול תוכניות וחלופות פחות פוגעניות על מנת שבאמת – לא מדובר במספר מועט אלא מדובר במאות דונמים שהם – –",136. מסילת הרכבת נחף,
,,אחמד טיבי,הרשימה המשותפת,,החמצן.,136. מסילת הרכבת נחף,
,,אוסאמה סעדי,הרשימה המשותפת,,– – החמצן והריאה של התושבים האלה בכפר נחף.,136. מסילת הרכבת נחף,
,,אילת שקד,,שרת הפנים,"בסדר, אבל מהתשובה שלי אתה מבין שהיה דיון – הם אפילו לא טרחו להגיע, המועצה – ושבוחנים את כל החלופות, ותמיד רוצים לקבל את החלופה הכי פחות פוגעת. ברור.",136. מסילת הרכבת נחף,
,,יבגני סובה,,"היו""ר","חבר הכנסת טיבי, בבקשה, שאלה נוספת.",136. מסילת הרכבת נחף,
,,אחמד טיבי,הרשימה המשותפת,,"תודה, מכובדי היושב-ראש. גברתי השרה, אני מצטרף לדבריו של חברי אוסאמה לגבי חלופה פחות פוגענית כלפי כפר נחף. העתודה הקרקעית הזאת היא הריאה, היא החמצן של הציבור.אבל אני, ברשותך, רוצה לנצל את העובדה שאת פה לשאול אותך על הבקשה שלנו להכריז על כפר כנא וכפר קרע כערים. הנושא נמצא על שולחנך. נעשתה עבודה יסודית בשני הנושאים האלה. השאלה היא: מתי את מתכוונת לאשר או לא לאשר את הבקשה הזאת?מעניין לעניין באותו עניין, גם נושא החלטות הוועדות הגיאוגרפיות, ועדות הגבולות של יישובים רבים, גם הן נמצאות על שולחנך, בעיקר ביישובים הערביים. מה הצפי בנושא הזה? תודה רבה.",136. מסילת הרכבת נחף,
,,אילת שקד,,שרת הפנים,"אוקיי. בעניין ועדות גיאוגרפיות, אני פעם בשבועיים בערך עורכת ישיבה במשרד, ישיבה מקצועית, עוברת על כל הבקשות אחת-אחת, וחלק מאשרת וחלק דוחה באופן ענייני לחלוטין, כשמה שמנחה אותי הוא שאני מעבירה שטחים רק על פי גבול התכנון. זאת אומרת, אם בעיר מסוימת יש ותמ""ל, לדוגמה, ונפתחה ועדה גיאוגרפית על שטח רחב, אני מעבירה רק את השטח של הוותמ""ל. זה נכון גם לערים יהודיות, גם לערים ערביות. זה לא משנה. אני משתדלת באופן עקרוני כמה שפחות לפגוע בחקלאות וכמה שפחות לפגוע בשטחים פתוחים.",136. מסילת הרכבת נחף,
,,איתן גינזבורג,כחול לבן,,למה?,136. מסילת הרכבת נחף,
,,אילת שקד,,שרת הפנים,מה?,136. מסילת הרכבת נחף,
,,איתן גינזבורג,כחול לבן,,למה – – –,136. מסילת הרכבת נחף,
,,אילת שקד,,שרת הפנים,"כי אני לא רוצה סתם לפגוע בחקלאים שאני לא צריכה ולקחת סתם אדמות ממועצות אזוריות אם אני לא צריכה.בעניין ההכרזה על ערים, ישב אצלי ראש מועצת כפר כנא וישב אצלי ראש מועצת כפר קרע, ועם שניהם אנחנו בקשר, אני והלשכה שלי. המצב של שתי המועצות האלה הוא שונה. על כפר כנא כבר הייתה ועדה גיאוגרפית וכבר יש עבודה. יש שם כל מיני דברים – אני לא סופרת אותם פה – כל מיני דברים שצריך לבדוק מול המועצה, וזה בהחלט נמצא בתהליך מתקדם.",136. מסילת הרכבת נחף,
,,איתן גינזבורג,כחול לבן,,"אם – – – המליצה להעביר שטח שיפוט ליישוב אחר, בלי קשר לתכנון – למה לדרג את השטח שחל עליו תכנון מסוים? הרי מדובר על שטח מוניציפלי, לא מדובר על שטח תכנון. שטח שיפוט. אם אתה פוגע בחקלאי, אם הוא תחת יישוב כזה או תחת יישוב אחר – – –",136. מסילת הרכבת נחף,
,,אילת שקד,,שרת הפנים,"אז אני אסביר. כששטחים נמצאים תחת המועצות האזוריות אז הם בטוחים יותר שלא יבנו עליהם ולא יהרסו את השטחים הפתוחים ואת השטחים החקלאיים. ברגע ששטחים עוברים ממועצות אזוריות לערים, אם זה שטח שהוא לא מתוכנן, אז התפיסה היא שבעתיד יבנו. היה לי את המקרה הזה בין קריית אתא למועצה אזורית זבולון. אני העברתי בסוף בהסכמה, אחרי הרבה מאוד מאמצים, שטחים נרחבים ממועצה אזורית זבולון לעיריית קריית אתא, גם שטחים מתוכננים – יש שם ותמ""לים – וגם שטחים לעתיד, אבל אני בדרך כלל נמנעת מלעשות את זה.אנחנו נמצאים בתנופת בנייה מאוד מאוד משמעותית. בשנתיים שלא הייתה כאן ממשלה מתפקדת כמעט שלא שיווקו וכמעט שלא תכננו, והוותמ""ל לא עבד. עכשיו הוותמ""ל עובד ומתכננים המון ומשווקים המון, והתפקיד שלי זה כל הזמן לנסות לאזן בין הצורך ההכרחי של מדינת ישראל לבנות בכמויות רבות והצורך של הערים להתפתח לבין הצורך שלנו כמדינה לשמור על שטחים פתוחים, ושלי כתפיסת עולם – לשמור על החקלאים.יש לי היום ישיבה מאוד מאוד טעונה עם ראשי המועצות האזוריות, כי יש בזמן הקרוב כמה ותמ""לים מאוד מאוד גדולים לערים בדרום, ערים מאוד משמעותיות. יש כל הזמן ויכוחים, והתפקיד שלי זה להיות השופט בעניין הזה, וזה מאוד מורכב.",136. מסילת הרכבת נחף,
,,יבגני סובה,,"היו""ר","תודה רבה. חברת הכנסת מיכל רוזין רצתה שאלה נוספת. זה יוצא בעצם כבר שלושה ח""כים ששואלים. אני אאפשר לה, כמובן. בבקשה, חברת הכנסת רוזין.",136. מסילת הרכבת נחף,
,,מיכל רוזין,מרצ,,"כבוד שרת הפנים, אני מגיעה עכשיו מדיון בוועדה לחיזוק מעמד האישה ושוויון מגדרי בנוגע לאמנת איסטנבול. קראתי בעיון רב את שמונת העמודים שהגשתם כהתנגדות לאמנה. את כשרת המשפטים תמכת בהצטרפות לאמנה. משרד הרווחה, משרד המשפטים ומשרד החוץ ממש טוענים עד כמה זה קריטי למעמדה הבין-לאומי של מדינת ישראל להצטרף לאמנה הזאת, ויותר מזה – למאבק באלימות נגד נשים במשפחה ואלימות בכלל נגד נשים ולשמירה על זכויותיהן וחירותן והביטחון האישי של נשים בחברה הישראלית.אני קראתי את הטענות שלך. אין ממש בטענות האלה. כל נושא ההגירה והפליטות לא קשור לאמנת איסטנבול, וממילא אנחנו חתומים על אמנת הפליטים ויש לנו הגנות שאנחנו יכולים למצוא. ישבו שם ממשרד המשפטים וממשרד החוץ, ועל כל אחת מהטענות יש תשובה משפטית הולמת שאפשר להביע ואפשר להגיש. אין סיבה לא לתמוך באמנה הזאת. אני חושבת שזה יהיה כבוד למדינת ישראל ולנשים בישראל. אל תיכנעי לקיצוניים. תודה.",136. מסילת הרכבת נחף,
,,אילת שקד,,שרת הפנים,"רק נעשה סדר, מיכל. כל כנסת ישראל וכל ממשלת ישראל, בלי קשר לשיוך מפלגתי או קואליציוני–אופוזיציוני – כולנו חושבים שצריך לעשות הכול כדי למגר אלימות נגד נשים. כשהייתי שרת המשפטים הייתי חברה בצוות שרים ייעודי לטיפול באלימות נגד נשים, ואם את מסתכלת על הנתונים של ישראל ביחס לעולם, אנחנו נמצאים במקום טוב. כמובן שאפשר תמיד – – –",136. מסילת הרכבת נחף,
,,מיכל רוזין,מרצ,,בעיקר בזכות הארגונים.,136. מסילת הרכבת נחף,
,,אילת שקד,,שרת הפנים,"כמובן שאפשר תמיד להשתפר, אבל אנחנו נמצאים במקום טוב. מדינת ישראל תילחם באלימות נגד נשים בלי קשר אם היא חברה באמנה כזאת או אחרת. מעמדה הבין-לאומי של מדינת ישראל לא קשור בחתימה על אמנה כזאת או אחרת. אף מדינה מחוץ לאיחוד האירופי לא הצטרפה לאמנה הזו. בואי נראה ונחכה שארצות הברית הנאורה תצטרף לאמנה, ואז אני חושבת שאפשר באמת לשקול גם הצטרפות שלנו.אני חובשת את הכובע של שרת הפנים, והאחריות שלי היום היא על מדיניות ההגירה של מדינת ישראל. כשרת פנים העליתי הסתייגויות וקשיים, מה גם שהאמנה הזאת תטיל הרבה מאוד נטל רגולטורי וביורוקרטי על מדינת ישראל – – –",136. מסילת הרכבת נחף,
,,מיכל רוזין,מרצ,,היא תחייב סוף-סוף את המדינה לעמוד ביעדים – – –,136. מסילת הרכבת נחף,
,,יבגני סובה,,"היו""ר","תודה, מיכל, תודה.",136. מסילת הרכבת נחף,
,,אילת שקד,,שרת הפנים,אני חושבת שהנטל הזה פשוט מיותר.,136. מסילת הרכבת נחף,
,,מיכל רוזין,מרצ,,– – – שבאמת יהיה – – –,136. מסילת הרכבת נחף,
,,יבגני סובה,,"היו""ר",זה לא דיון שאלות ותשובות. תודה רבה.,136. מסילת הרכבת נחף,
,,אילת שקד,,שרת הפנים,אני לא צריכה לענות על ראאד סלאח?,136. מסילת הרכבת נחף,
,,יבגני סובה,,"היו""ר","את כן, אבל לאחר שנסיים קודם כול שאילתות דחופות.",136. מסילת הרכבת נחף,
,,אילת שקד,,שרת הפנים,אני צריכה לשוב?,136. מסילת הרכבת נחף,
,,יבגני סובה,,"היו""ר","כן, תצטרכי לשוב עוד כמה דקות. אנחנו נחזור לשאילתות הדחופות. כרגע אני מזמין את חברת הכנסת גילה גמליאל לשאילתה לשרת החינוך בנושא: מחסור – – –",136. מסילת הרכבת נחף,
,,קריאות,,,– – –,136. מסילת הרכבת נחף,
,,יבגני סובה,,"היו""ר","זה הנוהל, זה התקנון. קודם שאילתות דחופות, אחר כך שאילתות רגילות. שתי השרות הגיעו באיחור ולכן דחינו את השאילתה של חברת הכנסת גמליאל, ואני חוזר לשאילתה הדחופה. הכול בסדר, עושים על פי התקנון.אז בבקשה, חברת הכנסת גילה גמליאל, שאילתה בנושא: מחסור משמעותי במורים. מי שתשיב על השאלה היא שרת החינוך יפעת שאשא ביטון.",134. מחסור משמעותי במורים,
,,גילה גמליאל,הליכוד,,"אדוני היושב-ראש, שרת החינוך, חברות וחברי הכנסת, על פי התחזית של הלמ""ס, כ-167,000 תלמידים יצטרפו לספסל הלימודים בשנים הקרובות. עוד עולה מהנתונים כי עד שנת 2026 צפוי מחסור משמעותי של כ-200,000 מורים.ברצוני לשאול:האם וכיצד משרדך נערך לפתור את המחסור המשמעותי הצפוי במורים?",134. מחסור משמעותי במורים,
