knesset,session,speaker,party,role,text,subject,sub_subject
,,ענבר בזק,יש עתיד,,"כבוד היושב-ראש, כנסת נכבדה, היום, 31 במאי 2022, אני חוגגת את יום הנישואים ה-20 שלי. היום בדיוק לפני 20 שנה עמדתי מתחת לחופה עם זיו, בן זוגי, שקידש אותי בטבעת כדת משה וישראל, שבר את הכוס ובירכנו את שבע הברכות. אבל למרות שעברו 20 שנה מאז, בתעודת הזהות של זיו ושלי אנחנו עדיין מופיעים כרווקים. כמה שבועות אחרי החתונה הלכנו למשרד הפנים, ביקשתי לשנות את שם המשפחה שלי לשם המשפחה של בן זוגי ולשנות את סטטוס הנישואים, והתשובה שקיבלתי מהפקידה במשרד הפנים היא ""את לא באמת נשואה, זה רק בראש שלך"". כי מבחינת מדינת ישראל, זה שבחרתי להינשא עם רב כדת משה וישראל, אבל, חלילה וחס, לא רב של הרבנות, זה אומר שאני לא באמת נשואה וזה רק בראש שלי.היום בישראל אחד מכל חמישה זוגות נשוי שלא דרך הרבנות. אז אני רוצה לנצל את הבמה הזאת ולהגיד לכל הזוגות האלה וגם לזיו אהובי: הנישואים שלנו אמיתיים, האהבה שלנו אמיתית. יום נישואים שמח.",נאומים בני דקה,
,,גבי לסקי,מרצ,,"מבורכת, מבורכים.",נאומים בני דקה,
,,משה אבוטבול,"ש""ס",,אני רוצה להגיד לך שאני גם רופא וגם פרופסור כי החלטתי שאני רופא ופרופסור.,נאומים בני דקה,
,,מיקי לוי,,"היו""ר",תודה רבה.,נאומים בני דקה,
,,קריאות,,,– – –,נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה, חבר הכנסת אבוטבול. חבר הכנסת כסיף, בבקשה.",נאומים בני דקה,
,,עופר כסיף,הרשימה המשותפת,,"אדוני היושב-ראש, חברי הכנסת, אתמול נפטר איש יקר, מודי בר און. אני רוצה לומר כמה מילים לזכרו. בר און, כשמו כן הוא: בעל און באינטלקט, און בהומור, און באנושיות, און בשנינות – איש אשכולות שכולנו נחסר אותו. באחד הפרקים בתוכנית המצוינת שהוא עשה יחד עם ענת זלצר, הכול אנשים, הוא הקדיש פרק לסופר הפלסטיני הדגול אמיל חביבי. הוא מצטט מתוך ספרו ""אח'טיה"" את המילים הבאות: ""כיכר המלך פייסל – – – הייתה לרחוב חטיבת גולני; אלא שבערבית נכתב השם – – – 'חטִיבַּת ג'ולאני', שפירושו 'הארוסות של גולני'. ואני – – – סבור הייתי שגולני זה הוא דון ז'ואן עברי שיש לו מאהבות הרבה"", סוף ציטוט. יש כאן שילוב אופייני וחריג שאפיין גם את אמיל חביבי וגם את מודי בר און; שילוב אופייני של ידע, של שנינות, של הומור, אבל שבבסיסם רצינות ועוקצנות ראויות ואמיתיות. יהי זכרו ברוך.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חברת הכנסת לסקי, בבקשה.",נאומים בני דקה,
,,גבי לסקי,מרצ,,"כבוד היושב-ראש, כנסת נכבדה, לפני למעלה משנה נפטר קצין המודיעין סרן ת', אחרי תשעה חודשים של מעצר בכלא צבאי. עד היום, כבוד היושב-ראש, לא ההורים ולא הציבור יודעים מה נסיבות מותו. לא יכול להיות שקצין, חייל, שנסע בחזרה הביתה, נחטף על ידי רשויות הצבא, נכלא והוחזק במשמורת של הצבא, תחת אחריותו, ונפטר כתוצאה ממשהו שהתרחש בזמן מעצרו, ואנחנו עדיין לא יודעים מה קרה. זו אחריותו של צה""ל – של כל הגורמים, מהסוהר בכלא ועד לרמטכ""ל ושר הביטחון. לא יכול להיות שאימהות ואבות שולחים את הילדים שלהם לצבא ואחר כך הם חוזרים מתים, ואין לאף אחד היכולת או הרצון להגיד מה קרה. זכותם של ההורים, זכותה של החברה הישראלית לדעת מה קרה לקצין המודיעין סרן ת'. תודה רבה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת בן צור, בבקשה.",נאומים בני דקה,
,,יואב בן צור,"ש""ס",,"אדוני היושב-ראש, חבריי חברי הכנסת, בעוד כמה ימים נחוג את חג מתן תורה. אני מבקש מכאן לחזק את בני הישיבות ואברכי הכולל ובני משפחותיהם, הבוחרים בחיי תוכן עשירים ברוח על פני החומר המתכלה, והם בוחרים לדבוק בתורת חיים נצחית שהגדירה אותנו כעם לפני 4,470 שנה.אנו יודעים אילו ויתורים משמעותיים על מנעמי החיים הם מקריבים במסירות. העמל הסיזיפי שלהם להעמיק את הידע היהודי בדיוק כפי שאבותינו עשו מאז מתן תורה ועד היום ראוי לכל הערכה ושבח. חובתו ההיסטורית של כל יהודי היא לשמור עליהם מכל משמר, שכן בזכות התורה אנו פה למדינה, וזכות היא לנו כנבחרי ציבור לעשות כל שביכולתנו להגן עליהם כדי שימשיכו לשמור עלינו.אני מבקש לאחל להם ולנו שיזכו להגדיל תורה ולהאדירה ולקדש שם שמיים ברבים, כי אין כוחנו אלא בתורה. מכאן אני רוצה לשלוח ברכה גם לחיילי צה""ל ולכוחות הביטחון, שעושים עבודה ושומרים גם הם עלינו במסירות נפש גדולה. השם ישמור צאתם ובואם מעתה ועד עולם.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת אבוטבול, בבקשה.",נאומים בני דקה,
,,משה אבוטבול,"ש""ס",,"כבוד היושב-ראש, כנסת נכבדה, במסגרת המאמצים שלי בתחום החקיקה למציאת פתרון למי שנזקק לבדיקות דם ומתקשים למצוא אצלו ורידים לקחת את הדם – זה בסייעתא דשמיא הוביל אותי לביקור משמעותי ורב-ערך בארגון היקר רחשי לב בתחילת השבוע. הארגון, הפועל רבות למען ילדים ונערים החולים בסרטן, פעיל בעיקר בבתי החולים שיבא תל השומר ואיכילוב ונותן מעטפת של חיזוקים ופינוקים לאותם ילדים יקרים ולהוריהם. הייתי שם במשחקייה, ב-30 הסוויטות להורים, פגשתי שם את המתנדבים היקרים שפועלים מכל הלב לעשות טוב לאותם חולים – שהקדוש ברוך הוא ישלח להם רפואה שלמה ומזור – שלהם הם מתמסרים 24 שעות, שבעה ימים בשבוע, וגם לוקחים אותם לטיולים בחו""ל ועושים להם מסיבות; עושים כמה שיותר שיהיה להם טוב ושייהנו בחיים.שם גם שמחתי לשמוע ולראות את המכשיר שעליו אני שוקד, למניעת צער מאלה שקשה למצוא אצלם את הוורידים בלקיחת הדם, ובהם גם אני. אדרוש שמכשיר זה יהיה בכל נקודות לקיחת הדמים במערכת הרפואית. זה חשוב, ועוד נחוקק בנושא הזה. אבל כעת אני רוצה לחזק ולהודות לשימי גשייד היקר, המנכ""ל הנמרץ של ארגון רחשי לב, לאבא הרב ראובן היקר ולכל אלה שיום ולילה דואגים לחולים. פשוט להעריך, להעריץ, לשכפל. תודה לכם מכל רחשי הלב. תודה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת דוידסון, בבקשה.",נאומים בני דקה,
,,סימון דוידסון,יש עתיד,,"אדוני יושב-ראש הכנסת, חבריי חברי הכנסת, סטודנטים יקרים שהגיעו ליום הסטודנט, אני מברך אתכם. אני רוצה לדבר על דבר כואב שאני מטפל בו זמן רב – נושא הטביעות בים ובבריכות השחייה. צריך להבין שמעל 50 אנשים בכל שנה טובעים למוות בים ובבריכות שחייה. בשנה שעברה זה הגיע למעל 70. 19 ילדים קטנטנים בני פחות מארבע מתו בשנה שעברה מטביעה בבריכות שחייה פרטיות ובמקורות מים. מקרי הטביעה הם הסיבה השנייה בעולם למקרי מוות לילדים; הסיבה השלישית למבוגרים. 350,000 אנשים טובעים למוות בכל שנה בעולם. זה מספר מזעזע.אני מבקש, אנחנו לפני הקיץ, ואני פונה להורים ולאזרחים: קודם כול, להגיע כולם לחופים מוכרזים. רוב הטביעות בחופי הים הן בחופים לא מוכרזים; הדבר השני – להיזהר מבריכות השחייה ומהבריכות הפרטיות. הורים, שימו לב לילדים שלכם. אל תיתנו להם להסתובב וללכת לבד ליד מקורות מים. עלינו כממשלה, ככנסת, לדאוג לזה שכל ילד במדינת ישראל עד גיל שבע ילמד לשחות – בחברה החרדית, בחברה הערבית ובחברה היהודית. נעשה כל מאמץ לעשות את זה בשנים הקרובות. תודה רבה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת להב הרצנו, בבקשה.",נאומים בני דקה,
,,יוראי להב הרצנו,יש עתיד,,"אדוני היושב-ראש, חבריי חברי הכנסת, היום הוא יום הסטודנט, ואני רוצה לברך את הבאים בשערינו – את יושב-ראש ההתאחדות אלחנן פלהיימר, את שקד בנפשי, סגנית יושב-ראש ההתאחדות, ואת כל יושבי-הראש שנמצאים איתנו כאן במליאה. יום הסטודנט הוא הזדמנות נהדרת לברך על הקיים ולהיות גאים בעובדה שיש לנו דור מבטיח של אנשים שדוחפים את ישראל קדימה, לא רק בזירה הציבורית אלא גם בתחום של המנהיגות העסקית, המנהיגות המדעית, ההייטק ויתר התחומים. אני רוצה לברך אתכם, להודות לכם על הפעילות המבורכת שלכם וגם להודות ליושבי-ראש שדולת הסטודנטים בכנסת, שהנהיגו היום יום סטודנט מרשים במיוחד, חברי חבר הכנסת קינלי טור פז וחברת הכנסת אלינה ברדץ' יאלוב. תודה רבה לכם, ושיהיה בהצלחה בציון היום במליאת הכנסת. תודה רבה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה, אני מצטרף לברכות לאלה שהרימו את הכנס הזה. חבר הכנסת אזולאי, בבקשה.",נאומים בני דקה,
,,ינון אזולאי,"ש""ס",,"תודה רבה, אדוני היושב-ראש. חבריי חברי הכנסת, אני רוצה להעלות את נושא המורים שלנו, המחנכים שלנו בישראל, שנמצאים, אני חושב, בשפל של ההתייחסות של הממשלה אליהם. מורי ישראל – פעם הם נקראו מחנכים, לצערי היום הם נקראים עובדי הוראה. כשמור אבי, זיכרונו לברכה, היה מחנך – זה היה לפני עשרות שנים, הוא היה נקרא מחנך; לאחר זמן אמר לי: היום הם הפכו להיות עובדי הוראה. אולי פה ניתן להבדיל בין היחס שהיה ליחס הקיים: פעם הסתכלנו עליהם כמחנכים שבאים לחנך את דור העתיד, היום מסתכלים עליהם כאנשי עבודה שבאים לעבוד. אם אנחנו נדע להעריך את עבודתם, עבודת הקודש שהם עושים למען דור העתיד, בכל חינוך שהם נמצאים, למען דור העתיד נדע גם להעריך אותם ולהעלות בשכרם בלי שום התניה. אפשר לשבת איתם על דבר כזה או אחר, אבל קודם כול להבין שהם עושים עבודת קודש וצריך להעלות את שכרם בלי להתנות בשום דבר אחר. לכן אתמול ראינו אותם, עשרות אלפים שמתכנסים ומפגינים. ההפגנה שלהם הייתה כאב, כאב, כאב.אני רוצה לחזק את ידיה של יפה בן דוד, יושבת-ראש הסתדרות המורים. היא עושה עבודה טובה, נלחמת למענם, וכמובן שזה למען דור העתיד של ילדי ישראל. אני מציע, שרת החינוך, שתמשיכי ותילחמי למענם, כמו שאמרת שצריך. ולשר האוצר אני אומר: הכסף לא שלך, תן להם מה שמגיע להם בזכות ולא בחסד.",ציון יום הסטודנט,
,,מיקי לוי,,"היו""ר","אנחנו ממשיכים בסדר-היום. ציון ימים מיוחדים – הצעות לסדר-היום בנושא ציון יום הסטודנט, מס' 2541, 2620, 2624, 2629, 2633 ו-2644. חבר הכנסת משה טור פז, בבקשה.",ציון יום הסטודנט,
,,משה טור פז,יש עתיד,,"אדוני היושב-ראש, כנסת נכבדה, כפי שכבר נאמר, היום יום הסטודנט. אנחנו מברכים מכאן, מכנסת ישראל, את 350,000 הסטודנטים שלומדים בלמעלה מ-160 מוסדות אקדמיים ברחבי ישראל. מייצגים אותם היום כאן בכנסת אלחנן פלהיימר ושקד בנפשי, היושב-ראש והסגנית של אגודת הסטודנטים הארצית, ועשרות יושבי-ראש אגודות, שהגיעו לכאן לציין איתנו את היום החגיגי הזה.יום הסטודנט הוא יום העתיד. הסטודנטים הם העתיד שלנו. אם תספרו את זה במנדטים, חבריי, מדובר בלמעלה מעשרה מנדטים. אבל כמובן לא מדובר רק בקולות; מדובר במנהיגים, מדובר באנשים שאמורים להוביל את כלכלת ישראל, את החברה בישראל, וכן, גם כאן, להיות חלק מכנסת ישראל. אחד ההישגים של השנים האחרונות באקדמיה הביא לכך שישנה עלייה משמעותית – גם בעזרת המכללות אבל גם באוניברסיטאות – של ייצוג לפריפריה באקדמיה ושל המגזרים השונים, כולל עלייה משמעותית בכמות הנשים הערביות שלומדות באקדמיה, וגם עלייה – מתונה יותר אבל חשובה – במגזר החרדי, ואנחנו מקווים שכך ימשיך.אחד הנושאים המרכזיים שעלה על סדר-היום של הכנסת ביום הסטודנט היה נושא חופש הביטוי, והוא נדון בכמה ועדות, בעיקר בוועדת החינוך. בשבועות האחרונים נחשפנו לעימותים סביב השאלה מהם גבולות חופש הביטוי, ומתי החופש של אדם אחד מאיים על שלומו של אדם אחר. הנושא הזה, חברים, איננו נושא פוליטי, איננו נושא של ימין ושמאל; הוא נוגע, כפי שאמרתי, לחופש הביטוי באקדמיה, שהוא ערך חשוב כל כך לצד הצורך בשמירה על ביטחונו וטובתו של כל פרט ופרט.אבל ברשותכם, אני רוצה להתמקד דווקא בזן אחד של סטודנטים: 35,000 – כ-10% מהסטודנטים בישראל – הם סטודנטים לחינוך. לפי נתוני הממ""מ, מרכז המחקר של הכנסת, הוכפל בשנים האחרונות שיעור הבוגרים – בוגרי ה-B.Ed, התואר בחינוך – שעזבו את ההוראה תוך שנה. גם כשבודקים שלוש וחמש שנים, השיעור היחסי כל הזמן גדל. בנוסף הראה הממ""מ צניחה באקדמאים שמוכשרים להוראה בכמעט מחצית. כלומר, בסופו של דבר יש לנו פחות מועמדים להוראה, פחות אנשים שהוכשרו להוראה וממשיכים לעסוק בה לאורך שנים, והדבר הזה מתורגם למשבר איכות – שגם יגיע למשבר כמות – בעובדי הוראה בישראל.המשא ומתן עם ארגוני המורים מתנהל בשעות אלו ממש, ובחודשים הקרובים יגיע לשיאו. אני רוצה להביע כאן דעה – יש שיסכימו, יש שיתנגדו, אבל כמי שעסק ועוסק 25 שנה בתחום החינוך, אני חושב שהיא משמעותית ביותר: אין גם וגם; אין כסף לכולם. חלק ממה שעושה ממשלה אחראית – היא בוחרת מי צריך יותר. וכאן אביע עמדה ברורה וחד-משמעית: יש למקד את תוספות השכר במורים הצעירים, במורים המתחילים. לא ייתכן שמורה מתחיל בישראל מרוויח מעט יותר מ-6,000 שקלים. לעומתו, המורה הוותיק בישראל, עם מלוא הגמולים והוותק, מקבל פי שלושה שכר. ולכן, את תוספות השכר העיקריות צריך לשים אצל המורים בשנותיהם הראשונות בהוראה, וכן בבעלי תפקידים עיקריים בבתי הספר – מחנכי כיתות, רכזים, וכמובן מנהלי בתי הספר, שזכאים לשכר הולם ודרגה בפני עצמה. שר האוצר מציע הצעות שאני חושב שהן נכונות מאוד למערכת החינוך ושהן הבסיס למשא ומתן עם ארגוני המורים: חוזה גבוה שממוקד במורים החדשים; חוזים קצובים בזמן, קרי, לא עוד קביעות אחרי שנתיים לעולמי עד, אלא לשלוש או לחמש או לשבע שנים, ותוספות על מצוינות. בואו נשלם למורים המצוינים יותר. זה אינטרס של כולם.בשנת הלימודים הקרובה ייכנסו למערכת החינוך 12,000 מורים חדשים. אתם יודעים מה? בואו ניתן להם לבחור – החוזה הקיים בשכר לא מספיק טוב, או חוזה קצוב בזמן עם תגמול על מצוינות – ונראה מה הם יבחרו. אני אומר לכם, ב-80% הבחירה תהיה בחוזים הגבוהים יותר, תוך ויתור או עמעום של הקביעות.אנחנו קוראים לשרת החינוך, לשר האוצר, לכל מי שמנהל את המשא ומתן הזה: הגיע הזמן לבחור בעתיד ישראל, להתמקד במורים החדשים. יום סטודנט שמח.",ציון יום הסטודנט,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת אבוטבול, בבקשה.",ציון יום הסטודנט,
