knesset,session,speaker,party,role,text,subject,sub_subject
,,איתן גינזבורג,כחול לבן,,"תודה רבה, אדוני היושב-ראש. כנסת נכבדה, ""הם אמרו לנו: תעופו מכאן, ירושלים זה לא בשבילכם, צריך לטהר את ירושלים מכל ההומואים"" – אלו דברים של זוג הומואים שנרגמו באבנים שנזרקו לתוך ביתם בירושלים רק לאחרונה. סטודנט בטכניון אמר שכסטודנט דתי בארון, כל אמירה של הרב בזמן דבר תורה או בשיעור הייתה כמו עוד מסמר בארון שלו. את זה הוא אמר על דברי הסתה של רב האוניברסיטה נגד סטודנטים להט""בים בקמפוס. ""בפעם הבאה האבן יכולה להיות על הראש, אני לא יודעת למה לצפות מחר בבוקר"" – את זה אמרה אימו של מארגן מצעד הגאווה בנתיבות, ששמשת הרכב שלה נופצה בשבוע שעבר.היום, חברי הכנסת, אנחנו מציינים את היום הבין-לאומי נגד להט""בופוביה. בשבועות האחרונים קיבלנו תזכורות טובות למה היום הזה כל כך נחוץ. הרתיעה והסלידה מלהט""ב מתורגמות יום-יום לאלימות ולדברי שטנה, שאנחנו חייבים לעצור, לגנות ולפעול נגדם ביד קשה כדי למנוע את הקורבנות הבאים ולאפשר לנו לחיות בחברה וכחברה סובלנית וטובה יותר. קיים עדיין חושך, אבל יש יותר ויותר אור. בחודש הגאווה הקרוב נצעד בעשרות ערים ברחבי הארץ ונשתחרר מהנטל הלהט""בופובי שאנחנו חווים במרחב הציבורי, בדרישה לקבל את הזכויות שמגיעות לנו ולהוכיח שאהבה היא אהבה. תודה רבה, אדוני.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר","תודה רבה. לו יהי. חבר הכנסת אבוטבול, בבקשה.",נאומים בני דקה,
,,משה אבוטבול,"ש""ס",,"כבוד היושב-ראש, כנסת נכבדה, אל העיתונאית סיון רהב מאיר הגיע סיפור מאת נחמה שפילמן, מנהלת החינוך החברתי בקיבוץ טירת צבי, והיא דיווחה על כך – משהו מעניין. נטע אייגר, נער בכיתה י""א מהקיבוץ, נסע להתחרות בחו""ל באולימפיאדת מנדלייב הבין-לאומית בכימיה. אגב, נטע הוא צאצא של הרב עקיבא אייגר, שהיה מפורסם בגאוניותו. מישראל נשלחו לתחרות ששת הכימאים הצעירים הטובים ביותר במדינה, וביניהם גם נטע. הוא הצטיין בשני השלבים הראשונים, אבל לצערנו מבחן המעבדה השלישי והחשוב נערך בשבת האחרונה. למרות ההבטחות המוקדמות לאפשר לנטע להיבחן ביום שישי או במוצאי שבת, בפועל לצערנו לא אפשרו לו לעשות זאת. לדעתנו, ישראל צריכה להתעקש על כך כמדיניות רשמית ולא כטובה פרטנית לנטע. בסופו של דבר נטע לא ניגש למבחן בשבת. מבחינתנו הוא עמד במבחן אחר. בקיבוץ ובבית הספר שלו בשדה אליהו הכינו לו קבלת פנים של אלוף העולם. הוא התכונן לתחרות הזאת שלוש שנים תמימות. הוא כימאי מצטיין, והלילה הוא המריא לארץ בלי גביע אבל עם הרבה הרבה אמונה ונאמנות לערכים.יישר כוח לך, נטע היקר. אנחנו גם הזמנו אותו, כיושב-ראש השדולה למען שמירת השבת בכנסת, על מנת להעניק לו שי הוקרה והערכה על שמירת ערך השבת, שחשוב לכל עם ישראל. תודה רבה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר",תודה רבה. אנחנו עוברים לנושא הבא בסדר-היום: ציון ימים מיוחדים.,נאומים בני דקה,
,,בועז טופורובסקי,יש עתיד,,– – –,נאומים בני דקה,
,,מיקי לוי,,"היו""ר","בבקשה, חבר הכנסת טופורובסקי.",נאומים בני דקה,
,,בועז טופורובסקי,יש עתיד,,"תודה, אדוני היושב-ראש. אומנם הקראתי אתמול את שמות ההרוגים, אבל חשוב לי גם עכשיו לבוא. אנחנו כבר נדבר על כוחות ביטחון הפנים; גם נושא האכיפה בתאונות הדרכים חייב להיות מטופל בצורה הרבה יותר רצינית. כל מי שנוסע על הכביש יודע: כשרואים משטרה נוסעים בטוח, כשרואים את גורמי אכיפת החוק, כשיודעים – או כשמדברים בארוחת שישי, ואומרים: אני הייתי שיכור, עצרו אותי ולקחו לי את הרישיון, אז בפעם הבאה אנשים מסביב לא ייסעו תחת השפעת אלכוהול. גם כאן חשוב לחזק ולהביא המון תקציבים ויכולות למשטרה בשביל שיוכלו לאכוף את עבירות התנועה, בשביל שנוכל להילחם באמת בתאונות הדרכים. 138 הרוגים מתחילת השנה. תודה.",נאומים בני דקה,
,,מיקי לוי,,"היו""ר",תודה רבה.,ציון יום ההוקרה לכוחות ביטחון הפנים,
,,מיקי לוי,,"היו""ר","אנחנו עוברים לנושא הבא בסדר-היום: ציון יום ההוקרה לכוחות ביטחון הפנים – הצעות לסדר-היום מס' 2381, 2429, 2451, 2452, 2455 ו-2456. פותחת את האירוע הזה חברת הכנסת מירב בן ארי, שפעלה היום רבות לקיום יום מכובד בכנסת כהצדעה לכוחות ביטחון הפנים. בבקשה.",ציון יום ההוקרה לכוחות ביטחון הפנים,
,,מירב בן ארי,יש עתיד,,"תודה רבה, אדוני יושב-ראש הכנסת. תודה לך, שהיית היוזם של היום הזה עוד בכנסת העשרים. אני ממשיכה את הדרך שלך בגאווה גדולה. תודה שהגעת, שכיבדת את אנשי כוחות ביטחון הפנים, אתה וחברי וחברות הכנסת. ראיתי נוכחות מרשימה ומיוחדת שלא ראיתי הרבה זמן במשכן, של קואליציה ואופוזיציה. אז תודה לכל מי שהגיע.אני החלטתי, בנאום שלי במליאה, פשוט לקרוא טור שקראתי בתחילת השבוע בעיתון ידיעות אחרונות. כתבה אותו דנה ספקטור, אבל הקרדיט מגיע לאיש כוחות ביטחון הפנים שביקש להישאר בעילום שם. יואב, תשמע.לא יודע על מה נעם רז, זיכרונו לברכה, חשב כשהוא חטף את הכדור, אבל הוא היה בסוף פעילות, אז אולי הוא פנטז על אייס ארומה, אולי הוא חישב את השעות עד כניסת השבת – נסיעה, תחקיר, מסדר ציוד, מנחה, מקלחת. מה שבטוח זה שנעם ידע שהוא עומד למות. הוא יודע את זה כבר 30 שנה, שכל רגע הוא הרגע האחרון, שמחר הוא תוכנית, אבל תוכניות טיבן להשתנות. סכנת חיים תמידית זה משהו שאי-אפשר להבין אותו ואת מה שהוא מוציא ממך כבן אדם. זה כל רגע, כל שנייה: נער שיקפוץ עליך מאחורי עמוד עם סכין; מזדה לבנה שמתקרבת אליך מהר מדי כשאתה מחכה לאוטובוס; כדור בגב כשאתה מתלבט בחנות – כל הזמן, כל רגע. ביום-יום אתה קצת שוכח שזה הרגע האחרון, אבל התת-מודע תמיד עובד, וגם אם אתה שוכח, הוא זוכר. אז אתה חי כל רגע כאילו הוא האחרון. וכשאשתך מזמינה חופשה לאוגוסט, משהו בראש שלך אומר: הלוואי, כי אתה מת לחיות עד אז, להיות עם הילדים נטול דאגות על איזה חוף ים. ועד שאוגוסט יגיע תמות עוד אלפי מיתות קטנות. בכל פעם שמישהו יתקרב אליך ברחוב תמות, כי אולי יש לו חגורת נפץ. ומי שמסתכל מהצד לא יבין למה נדרכת בכלל, למה שרירי הבטן שלך התכווצו, מוכנים לספוג. גם כשתשב עם אשתך במסעדה, עם הפנים לכניסה – תמיד עם הפנים לכניסה – מגע המתכת הקר על המותן יזכיר לך שאם מישהו נכנס לכאן עכשיו עם מבט עקום אתה קם, ואולי זאת כוס היין האחרונה שלך בחיים.אלפי אנשים חיים בינינו ככה את הרגעים האחרונים שלהם; אלפי אנשים שנשפטים ממשרדים – רואים את מה שהם עושים רק דרך מסכי ה-HD. כמה קל זה לשפוט מישהו שהרים אלה בלי להבין שבפעם הקודמת, כשהוא לא הרים אותה, חבר שלך חטף בלוק לראש; כמה קל זה לדרוש ממנו להיות סבלני כשגם אתמול הוא עמד באותה פינה מול אותו מפגין אלים, וגם שלשום, וגם לפני חמש שנים. הפלזמות משוכללות, אבל הן לא מעבירות לסלון המעוצב את השחיקה, את הפחד, את הכאב. אנחנו כועסים עליהם תמיד, יודעים לעשות את העבודה שלהם הרבה יותר טוב מהם, ומצקצקים לעיתים כשרואים אותם על המסכים.הם החברים שלנו, אנשי כוחות ביטחון הפנים כולם. שומרים לנו על הגב. אתם לא רואים אותם, אבל הם כל הזמן מחזיקים ידיים, יוצרים סביבנו טבעת בלתי נראית ומחייכים כשהם רואים ילדים משחקים בים, כי כמו שאמר ח', מפקד הימ""מ, שהדליק משואה – זה הניצחון. אנחנו כועסים עליהם ושונאים אותם, ומאוכזבים כשהם מפסידים, אבל שוכחים שהם לא מפסיקים למות בשבילנו הרבה לפני שהם חיים בשביל עצמם.בא לי להגיד שהם לא צריכים תודה, כי הם לא; הם בחרו וממשיכים לבחור בכל בוקר מחדש. אבל סובלנות, הבנה וגם חיוך מדי פעם יעזרו. יעזור אם בפעם הבאה שתראו משהו בטלוויזיה, לא תמהרו לשפוט אותם לכף חובה; שנבין שיש הקשר, גם אם אנחנו לא רואים אותו או לא מודעים אליו. יעזור אם נבין שהכוונה באמת טובה. תמיד. גם כשנדמה שלא. הם פה איתנו. בואו לא נחכה שימותו כדי להיות איתם. תודה רבה.",ציון יום ההוקרה לכוחות ביטחון הפנים,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת אמיר אוחנה.אנחנו מקבלים בברכה את נציבת שב""ס רב-גונדר קטי פרי. ברוכה הבאה.",ציון יום ההוקרה לכוחות ביטחון הפנים,
,,אמיר אוחנה,הליכוד,,"תודה לך, אדוני היושב-ראש. השר, חברי הכנסת, חברתי יושבת-ראש ועדת הבט""פ חברת הכנסת מירב בן ארי, שמאז הקמת הוועדה מוכיחה בחריצותה עד כמה הייתה הוועדה הזו נחוצה, והיא לדעתי מהוועדות החשובות ביותר שיש בכנסת, תודה לך על כל הפעילות ועל היוזמה; ראשי הארגונים וגופי הביטחון, המפקח הכללי של משטרת ישראל רב-ניצב יעקב שבתאי, נציבת בתי הסוהר רב-גונדר קטי פרי, נציב הכבאות וההצלה רב-טפסר אייל כספי, כנסת נכבדה, אני חוזר עתה מביקור תנחומים בקידה, שם פגשתי את משפחתו הדואבת של לוחם הימ""מ נעם רז, שנפל על משמרתו בפעולה בבורקין בסוף השבוע שעבר. גם מכאן אני מבקש לשלוח להם תנחומים בשם כל עם ישראל. לפני כשנתיים עמדתי כאן, על הדוכן הזה, והצהרתי אמונים למדינת ישראל עם כניסתי לתפקיד שר הבט""פ. המקום הראשון שאליו הלכתי מייד אחרי ההשבעה, עוד באותו הערב, היה ביקור אצל שוטרים שנפצעו כמה ימים קודם לכן בקרב יריות שניהלו עם גורמים עברייניים.אנשי כוחות הביטחון שלנו – שוטרות ושוטרי משטרת ישראל, לוחמות ולוחמי משמר הגבול, סוהרות וסוהרי שירות בתי הסוהר, לוחמי האש בנציבות הכבאות וההצלה – הם הגיבורים שאותם אנחנו מוקירים היום, והם גיבורים בכל ימות השנה. הגיבורים הללו באים במגע יום-יומי עם סכנות הכרוכות בסכנת חיים, והן שונות ומגוונות. המשימה שלהם: לשמור על שלומם וביטחונם של אזרחי ישראל תוך סיכון, ולעיתים גם הקרבה, של חייהם שלהם. כשר בט""פ עשיתי ככל יכולתי כדי לגבות ולחזק, להלל ולפאר את הגיבורים שלנו.יש גם טעויות. הדבר הזה הוא בלתי נמנע כשאנו עוסקים בבני אדם. אבל לצערי, לא אחת ראיתי אותם הופכים לשק חבטות שלא בצדק, נרמסים תחת גלגלי הלייקים, הרייטינג והפופוליזם. יש הרבה כפיות טובה בתפקידים הללו, ורק מי שתחושת שליחות אמיתית מפעמת בו יכול להמשיך ולשאת בהם. היום הזה, שאותו יזמה בצדק רב חברתי מירב – היום הזה מנסה לתקן. היום אנו, בשם רבים רבים מאזרחי ישראל, מכל חלקי הבית הזה ומשני צידי המתרס הפוליטי, מניחים בצד את המחלוקות ומאחדים כוחות כדי לשבח אתכם, הגיבורים שלנו; כדי להזכיר לכם שגם אם אתם לא תמיד שומעים זאת אנחנו מעריכים אתכם, אנחנו אוהבים אתכם ומודים לכם על לילות בלי שינה, על עמידה על המשמר תחת השמש הקופחת ובקור המצמית, על פריצה לתוך אש בוערת, על סיכול פיגוע ועל הנכונות שלכם פעם אחר פעם לשמור על הדגל שלנו, על המדינה שלנו ועל העם שלנו.אנחנו מודים לכם ואנחנו מודים לבני משפחותיכם, הנושאים בעצמם חלק גדול מהעול כשהם משמשים לכם כתף תומכת. אנחנו מודים לכם ומוקירים אתכם, למרות שלא דרשתם זאת ובוודאי הייתם ממשיכים לעשות את כל זאת גם בלי תודות. הלוואי שתתקיים בכם, בכולכם, ברכת הכוהנים: ""יברכך ה' וישמרך. יאר ה' פניו אליך ויחֻנך. יִשא ה' פניו אליך וישם לך שלום"". ונאמר כולנו, בשם עם ישראל, אמן.",ציון יום ההוקרה לכוחות ביטחון הפנים,
,,מיקי לוי,,"היו""ר","אמן. תודה רבה לחבר הכנסת אמיר אוחנה. חבר הכנסת אבוטבול, בבקשה.",ציון יום ההוקרה לכוחות ביטחון הפנים,
,,משה אבוטבול,"ש""ס",,"כבוד היושב-ראש, כנסת נכבדה, אנחנו היום מציינים יום הוקרה לכוחות ביטחון הפנים, שבעצם מגיעות להם כל הערכה, תודה וברכה על כל מה שהם פועלים למעננו במשך כל השנה לשמירת הסדר במדינה. ""אלמלא מוראה של מלכות, איש את רעהו חיים בלעו"", כך אומרים חז""ל. לכן באמת יש הוקרה והערכה אליהם. בתורה נאמר: ""שֹפטים ושֹטרים תִתן לך בכל שעריך אשר ה' אלהיך נותן לך – – – ושפטו את העם משפט צדק"" – כלומר, החיוניות של שופטים ושוטרים היא חובת המציאות בכל חברה מתוקנת, חברה אזרחית שרוצה לראות חיים תקינים.אני באמת שמח שבהיותי ראש העיר בית שמש זכיתי גם לחנוך וגם לפעול רבות ונצורות להקמת מרכז ההדרכה – בית הספר לשוטרים. מכל קצווי הארץ הביאו את כל בתי הספר ועשינו מרכז הדרכה ענק, מיוחד, לכל אותם רבבות של שוטרים שנמצאים בכל הארץ, שיהיה להם נוח ונעים גם ללמוד כל מיני טכניקות טובות וחדשות. זה היה באמת מאוד מרגש גם להיות שם וגם לאחר מכן להשתמש במתקן הנפלא הזה של מרכז ההדרכה, שחנכתי אותו עם ראש הממשלה דאז מר בנימין נתניהו ועם נשיא המדינה ראובן ריבלין, דבר שבאמת יצק לנו המון המון כוח לעיר בית שמש. כמוהו גם אותו מועדון גמלאים לכל גמלאי המשטרה, שבתור הערכה לכל מה שהם פועלים למעננו חנכתי להם. הקמתי להם מועדון ברחוב ביאליק בעיר בית שמש כדי לתת להם כוח להתאחד ולדעת שיש לנו הערכה כלפיהם למרות שהם יצאו לגמלאות. יש לנו באמת הערכה אמיתית לנושא הזה.באמת לא צריך לספר כמה קשה להם התפקיד הזה. זה לא תפקיד קל להיות שוטר או להיות במצבים פחות נעימים ומביכים. היו לנו הרבה שיתופי פעולה נהדרים גם בתחום החינוך: תוכניות יפות שהקמנו עם נוער מתמודד ונושר בעיר בית שמש, דברים שבאמת חיזקו מאוד את האוכלוסייה ונתנו הרבה כוח לאותם נערים צעירים, שפיתחו לעצמם – אותם אלה – רצונות ושאיפות אולי כן להיקלט לכוחות המשטרה. ועל כך באמת תודתנו וברכתנו למשטרה.עם כל הדברים המתוקים והחשובים האלה – ודווקא אני שמח שנמצא פה גם סגן השר לביטחון פנים – צריך לומר עוד דבר: אנחנו, במשטרה היהודית, חייבים לגלות טיפה יותר חמלה כלפי אלה שהשוטרים נתקלים בהם, וזה לא קל. אני אומר ""זה לא קל"", כי אנחנו יודעים שלפעמים ישנן סיטואציות מאוד מביכות כשהשוטרים נמצאים ונקלעים לכל מיני הפגנות וכו'. אז צריכים לדעת. גם כמובן יש הבדל בין הפגנה לאומנית לבין הפגנה תורנית או כל דבר אחר. אני באמת רואה הבחנה מאוד גדולה בנושא הזה בין אלה שבכלל לא מכירים בקיומה של מדינת ישראל לבין אלה שרוצים להיטיב כל מיני דברים, גזרות שנגזרו עליהם בענייני דת וכדומה, אבל המכנה המשותף שצריך לדעת – ואני אומר את זה בצורה הכי פשוטה: האזרחים הם לא בהמות, הם בני אדם, הם בני אנוש. צריך לדעת שהשימוש בכוח צריך להיות הנשק האחרון האחרון האחרון שמשתמשים בו כלפי אזרחים, כלפי בני אדם. זה דבר פשוט איום ונורא, בפרט אם פוגשים בהפגנות נערים בעלי צרכים מיוחדים, מהחינוך המיוחד וכו'. ודאי שחייבים לפתח המון המון מיומנויות לנושא הזה. ואני גם ביקשתי – הבאנו פה בחקיקה את הנושא הזה – שכל שוטר יקבל הדרכה בסיסית בכל מה שקשור לכאלה שנקראים מהמגזר של החינוך המיוחד, אבל לצערי הקואליציה לא אישרה את זה, וזה נפל ממש ברוב דחוק של שניים-שלושה קולות. חבל מאוד מאוד, כי אני חושב שזה תיקון מאוד גדול, כמו התיקון שגם כשמפעילים מכת""זית לשימוש מול תושבים, צריכים לדעת, להבחין. עכשיו יש איזה שינוי, משהו עם מצלמה, אבל זה לא מספיק. אותם כוחות ביטחון, שאנחנו אוהבים אותם, הרסו הרבה בתים בגלל זה, ונכנסו עם המכת""זית והבואש לכל מיני חצרות של בתים. אחת החצרות הייתה מלאה בכ-400 סלי מזון למשפחות נזקקות, והבואש הזה פגע בכל אותן השקיות, והן הלכו אחרי זה לאשפה. זו חלוקה של סלי מזון לאותן משפחות.לכן, אני חושב שחייבים לדעת לגלות המון חמלה. צריך לדעת שעל השוטרים במצרים כתוב ""ויֻכו שֹטרי בני ישראל"" – הייתה שם משטרה יהודית, אבל השוטרים שם היו מוכנים לחטוף מכות, כן? אתה בא מרקע משטרתי – השוטרים שם הסכימו לחטוף מכות בגלל היהודים שלא השלימו את חוקם להביא להם את התבן ואת הלבנים למצרים, העיקר שהיהודים לא יחטפו מכות. תראו איזה שוטרים בעלי חמלה. אלה שוטרים יהודים.אני אומר את זה, ובזה אני מסיים: אנחנו נמצאים כעת ערב ההילולה של ל""ג בעומר, ופה צריך המון המון המון סבלנות של השוטרים גם כלפי התושבים. מדובר שם ברבבות שמגיעים. צריך רגישות, להפעיל רגישות. רבותיי, אני מבקש ממך, אדוני הסגן, תורידו הנחיות לשטח, כי אתמול שמענו דבר שציער אותי מאוד, שאחד השוטרים הבכירים ביותר בא ואמר: אנחנו נגדע ידיים. כך לא מדבר שוטר יהודי. זה לא סגנון של דיבור. צריך להוריד את זה מהלקסיקון. אמרתי, ואני חוזר: אנחנו אזרחים ותושבים, לא בהמות. צריך לעשות את המקסימום ולא להרים ידיים על תושבים. תודה רבה.",ציון יום ההוקרה לכוחות ביטחון הפנים,
,,מיקי לוי,,"היו""ר","תודה רבה. חברת הכנסת וסרמן, בבקשה.",ציון יום ההוקרה לכוחות ביטחון הפנים,
,,רות וסרמן לנדה,כחול לבן,,"כבוד היושב-ראש, כנסת נכבדה, אורחים נכבדים, ""מי שבירך אבותינו, אברהם יצחק ויעקב, הוא יברך את חיילי צבא ההגנה לישראל, שוטרי משטרת ישראל ואנשי כוחות הביטחון, העומדים על משמר ארצנו וערי אלוהינו, מגבול הלבנון ועד מדבר מצרים, ומן הים הגדול עד לבוא הערבה, ביבשה, באוויר ובים – – – הקדוש ברוך הוא ישמור ויציל את חיילינו, שוטרינו וכל מגיני ארץ קודשנו מכל צרה וצוקה, ומכל נגע ומחלה, וישלח ברכה והצלחה בכל מעשה ידיהם. ידבר שונאינו תחתיהם, ויעטרם בכתר ישועה ובעטרת ניצחון. ויקוים בהם הכתוב: 'כי ה' אלֹהיכם ההֹלך עמכם להִלחם לכם עם אויבכם להושיע אתכם'. ונאמר: אמן"".כל כך התרגשתי מהטקס שהתקיים עכשיו. התרגשתי עד דמעות, הן עדיין עומדות לי פה בגרון. בגיל 17 עליתי לארץ לבד מדרום אפריקה, ואני יכולה להגיד לך בלב שלם: בשביל הרגע הזה, לעמוד על הדוכן ולדבר בכנסת ישראל בשם אבא שלי, בשם אימא שלי, בשם המשפחה שלי, שחינכה אותי, בשם האהבה המאוד-גדולה שלי למקום הזה, בשביל כל האנשים שיושבים פה, בשביל כל אזרחי מדינת ישראל – לעמוד פה ולקרוא תפילה למען האנשים שמסכנים את חייהם ועובדים יום ולילה למען כולנו – מכל הלב שלי אני מצדיעה לכם, מוקירה אתכם. אני חושבת שביטחון הפנים הוא הבסיס והפלטפורמה שעליה נוכל באמת לבנות חברה טובה יותר, נכונה יותר, מכילה יותר. רק חוק וסדר. אני מצדיעה לכם ורוצה לומר מילה אחת מאוד פשוטה שלא עולה כסף ולא עולה אנרגיה ולא קשורה לאופוזיציה ולא קשורה לקואליציה: תודה רבה.",ציון יום ההוקרה לכוחות ביטחון הפנים,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת בן גביר, בבקשה.",ציון יום ההוקרה לכוחות ביטחון הפנים,
