knesset,session,speaker,party,role,text,subject,sub_subject
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,"אה, זה עוד לא.",628. סבסוד רישיון ג' לנהגים,
,,מיקי לוי,,"היו""ר",הוא דיבר על נהגי האוטובוס בלבד.,628. סבסוד רישיון ג' לנהגים,
,,אחמד טיבי,הרשימה המשותפת,,אוקיי. אחר כך תתייחס לנהגי המשאיות?,628. סבסוד רישיון ג' לנהגים,
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,"לא, אני התייחסתי פה רק לנהגי האוטובוס, אני מתייחס רק לנהגי האוטובוס. אני אומר שאולי זה גם יהיה רלוונטי לשאילתה הבאה, אבל בכל מקרה, כל מה שקשור לביטוח הלאומי דורש בירור מול הביטוח הלאומי, זה לא בתחום האחריות של המשרד.אם אני אסכם את הנושא הזה של נהגי האוטובוס, בכל מה שקשור בהסדרת המקצוע, משרד הכלכלה והתעשייה מחויב לתת פה את המענה המהיר ביותר והמקצועי ביותר, וזאת נעשה. כל מה שקשור להיקף ולמעמד ולתמיכה הכלכלית וכן הלאה אינו בתחום אחריותנו, וכל מה שקשור לעידוד, הפניה לקורסים, פתיחת קורסים, עידוד בתי ספר שונים, מכוני הכשרה מקצועית, על מנת לגעת בתחום הזה ולזרז אותו – אנחנו תומכים בו ממילא ונעודד את זה בכל הכוח. תודה רבה.",628. סבסוד רישיון ג' לנהגים,
,,אחמד טיבי,הרשימה המשותפת,,"כבוד השר, אתה מאוד יעיל, את סגן שר סופר-יעיל, עד כדי כך שאתה ענית על שתי השאילתות שעוד לא שאלתי. אין ספק שמדובר בממשלה שהיא חבל על הזמן. לכן אני, ברשותך, כדי שלא לגזול מזמנך ומזמן הכנסת, אשאל את שתי השאילתות הבאות יחד, כדי לדלג לאחר מכן לשאילתה בעל פה.",628. סבסוד רישיון ג' לנהגים,
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,ביחד נמסד מערכת שלטונית יעילה להחריד.,625. הסדרת נהג משאית כמקצוע,
,,אחמד טיבי,הרשימה המשותפת,,"השאילתה השנייה, 625, הסדרת נהג משאית כמקצוע: חשוב להבטיח את המעמד והזכויות של נהגים בכלל ונהגי משאיות בפרט. היעדר הכרה במקצוע בביטוח הלאומי מוביל לתעסוקה לא ראויה ולניצול. הסדרת מעמדם תשפר את תנאי ההעסקה שלהם ואת התחבורה כולה. שאילתה דומה הוגשה לשרת התחבורה והבטיחות בדרכים.ברצוני לשאול:מה עמדת המשרד בנוגע להכרה בנהגי משאיות כמקצוע בביטוח לאומי?",623. הסדרת מעמד נהגי האוטובוס,
,,אחמד טיבי,הרשימה המשותפת,,"אני אדלג אל השאילתה השלישית, הסדרת מעמד נהגי האוטובוס. נדמה לי שכבר ענית, אבל אני אשאל. חשוב להבטיח את זכויותיהם של נהגי האוטובוס בתחבורה הציבורית, הסובלים מתנאי תעסוקה לא ראויים, והמקצוע לא מוגדר כמקצוע בביטוח לאומי. שאלה דומה הוגשה לשרת התחבורה. ברצוני לשאול:1. מה עמדת המשרד בנוגע להכרה בנהגי האוטובוס כמקצוע בביטוח לאומי?2. מה עמדת המשרד בנוגע להכרה בהם כעובדי מדינה?",623. הסדרת מעמד נהגי האוטובוס,
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,"אני מניח, חבר הכנסת טיבי - - -",623. הסדרת מעמד נהגי האוטובוס,
,,אחמד טיבי,הרשימה המשותפת,,תענה על המשאיות.,623. הסדרת מעמד נהגי האוטובוס,
,,מיקי לוי,,"היו""ר","על המשאיות הוא לא ענה, הוא התעסק עם נהגי האוטובוס.",623. הסדרת מעמד נהגי האוטובוס,
,,אחמד טיבי,הרשימה המשותפת,,"עכשיו על המשאיות, תענה על המשאיות. זה מה ששאלתי עכשיו.",623. הסדרת מעמד נהגי האוטובוס,
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,"אתה רוצה שאני אתייחס כבר למשאיות?כן, כן, אני אתייחס. אם כך, חבר הכנסת טיבי, אני אענה תחילה על הנושא של הסדרת נהג משאית כמקצוע ולאחר מכן על הנושא של סבסוד רישיון ג' לנהגים, בסדר? לגבי הסדרת נהג משאית כמקצוע, העלית מגוון סוגיות הנוגעות למעמדם וזכויותיהם של נהגי המשאיות ואשר רלוונטיות למגוון רגולטורים ממשלתיים, מרביתם מחוץ למשרד הכלכלה והתעשייה. יצוין כי זרוע העבודה במשרד הכלכלה והתעשייה משיקה לנושא המדובר באופן עקיף בלבד, מכוח היותה הגורם האמון על אכיפת זכויותיהם של כלל העובדים במשק הישראלי. לגופו של עניין אדגיש שביחס לשאילתה הנוגעת להכרה בנהגי משאיות כמקצוע בביטוח הלאומי, לא ברור למה הכוונה בנושא זה, אבל שוב אני אומר ואני חוזר על מה שאמרתי גם ביחס לנהגי האוטובוס: להפנות את הנושא הזה לביטוח הלאומי ולבדוק מה עמדתם.אבל לעצם העניין, לנושא שמוסדר על ידי משרד הכלכלה והתעשייה אומר כך: הנושא הזה נדון בעבר בעיקר בהיבטי הכרה במחלות מקצוע. הדבר נדון בהרחבה בדוח מבקר המדינה 71א. בדוח זה סקר המבקר בהרחבה דיונים שהתקיימו בנושא בעשור האחרון, והמליץ כי משרד התחבורה ישלים את הבחינה בדבר מיסוד תפקיד הנהג המקצועי כפרופסיה, לרבות השלכותיו האפשריות על הענף ועל היצע העובדים בו. לאור האמור לעיל נדגיש כי ככל שעולים חשדות להפרה של חקיקת העבודה הנאכפת על ידי מינהל ההסדרה והאכיפה במשרד העבודה, אנחנו מזמנים את העובד להגיש תלונה, וכל תלונה בנושא הזה תיבדק. אני לא אציין פה את דרכי התקשורת, זה נראה לי מיותר בפורום זה.אם לסכם את דבריי בהקשר הזה, חבר הכנסת טיבי, אני אומר כך: הסדרת מקצוע הנהיגה הציבורית והסדרת נהיגת משא כבד – שתיהן רלוונטיות מאוד ומשפיעות מאוד במרחב הציבורי. ההסדרה הזאת בעיניי רלוונטית במידה שיש לה השלכות ברמה הממשלתית על רגולציה שקובעת מי רשאי ומי לא רשאי, מהם תהליכי ההסמכה וההכשרה, מהן הציפיות מבחינת שכר הולם, עידוד תעסוקה וכן הלאה וכן הלאה, כמו שאנחנו עושים במקצועות מוסדרים אחרים. וגם – האם יש תרשומת של מיהם הנהגים, האם הנושא הזה מנוהל על ידי איזשהו רגולטור ממשלתי באופן שיטתי ועקבי. נדמה לי שהדבר הנכון ביותר יהיה להעביר את הנושא הזה לאחת הוועדות הרלוונטיות לנושא, ועדת העבודה או ועדת הכלכלה, ולמעשה לגבש במסגרת עבודת הוועדה את הפלטפורמה המתאימה ביותר כדי שהנושא הזה יטופל באופן רציני.אני אדגיש ואומר, חבר הכנסת טיבי, שבתוך המשרד, מכיוון שאנחנו מדברים פה על תעסוקה של הרבה מאוד בני מיעוטים ומכיוון שבאחריותי בתוך המשרד אני ממונה על קידום הכלכלה בחברה הערבית, אני אשמח לעמוד לרשותך בנושא הזה, לדון באופן יותר אינטימי איך אנחנו מתקדמים קדימה ואיך מסדירים את נושא הנהיגה הציבורית ונהיגת המשא באופן שיביא יותר נהגים, יסדיר את מעמדם, יזכה אותם בתגמול כספי ראוי וישמור על בטיחות הנוסעים ובטיחות העוברים בדרכים באופן מיטבי. תודה.",שאילתות דחופות,
,,מיקי לוי,,"היו""ר","אנחנו חוזרים לדחופות, חבר הכנסת טיבי?",שאילתות דחופות,
,,אחמד טיבי,הרשימה המשותפת,,"אנחנו חוזרים לבעל פה, המהירה – דחופה, אתה צודק, אדוני.",שאילתות דחופות,
,,מיקי לוי,,"היו""ר",בבקשה.,138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,אחמד טיבי,הרשימה המשותפת,,הורים רבים מהחברה הערבית סובלים מעיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש.ברצוני לשאול:1. האם המעבר של מעונות היום למשרד החינוך פוגע בסבסוד?2. כיצד המשרד מסייע בטיפול בפגיעה הכלכלית שנגרמת להורים צעירים במיוחד?3. כיצד מסייע המשרד לאם העובדת בחצי משרה?,138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,"אני עונה על השאילתה. ראשית ברצוני להדגיש כי בהתאם להחלטת הממשלה מס' 951 מ-9 בינואר 2022, בחודש פברואר 2022 הועבר אגף מעונות יום לאחריות משרד החינוך, אך זאת למעט מנגנון סבסוד שכר הלימוד ולמעט מערך המשפחתונים, אשר נשארו בזרוע העבודה במשרד הכלכלה והתעשייה. נדגיש כי העברת האחריות על הטיפול בפעוטות בישראל למשרד החינוך היא מהלך מבורך, ונועדה לייצר רצף טיפולי חינוכי באופן שייתן מענה על צורכי פעוטות מגיל לידה ועד גיל שלוש.לשאלתך ביחס לעיכובים בהעברת כספי סבסוד בשנה הנוכחית – כידוע, במבחני התמיכה לשנת הלימודים התשפ""ב בוצעו עדכונים בשיתוף משרד האוצר באופן שיעודד תעסוקה במשק ויסייע להורים להשתלב בעבודה באופן מיטבי. שינויים אלה הצריכו עבודות פיתוח מורכבות במערכות המחשוב, ומכאן מקורם של עיכובים אפשריים – לא רק אפשריים, אני יכול לומר, עיכובים שאכן התרחשו – בהגשת הבקשות לסבסוד ותהליך קביעת הזכאות לסבסוד. עוד יודגש כי על מנת לסייע להורים שעבורם חל עיכוב בהעברת כספי הסבסוד, העביר המשרד מקדמות לארגונים המפעילים את מעונות היום עד לחודש מרץ האחרון על מנת שאלו בתורם יוכלו להציע להורים הזכאים תעריף מסובסד על אף העיכובים. לאחר מכן, בין החודשים מרץ ליוני, ניתנו להורים הזכאים דרגות זמניות על בסיס ההצהרה בלבד על מנת שיוכלו להמשיך לשלם באותו תעריף מסובסד. אני אדגיש שזה נוהל חריג ביותר, והיה חיוני בהקשר של מתן המענה המיידי.המשרד השקיע מאמצים רבים להתגבר על תקלות שנבעו מעומסים כבדים במערכת, ואנו ממשיכים לפעול לשיפור השירות. זאת, לצד קידום היציאה למכרז חדש למוקד פניות הציבור בנושא, אשר צפוי לצאת לדרך בהמשך שנה זו, ובתקווה לשפר את המענה להורים, למנהלות ולארגונים בשנים הבאות.לשאלתך אציין כי אין הבחנה במבחני הסבסוד בין הורים צעירים למבוגרים. ההבחנה במבחני התמיכה מתבצעת ביחס להכנסה בלבד ולא לגיל. נושא זה אינו בין הפרמטרים הנשקלים. עוד אציין, בהמשך לשאלתך בדבר אימהות המועסקות במשרות חלקיות, כי בהמשך למבחני התמיכה אוכלוסיית היעד מונה הורים העובדים או לומדים 24 שעות שבועיות לכל הפחות. לצד זאת, משפחה חד-הורית והורים שיש להם שלושה ילדים או יותר במעון או במשפחתון או בשניהם נדרשים ל-20 שעות שבועיות לכל הפחות.כמו כן, נציין כי בהתאם להחלטת הממשלה מס' 4193 דרגת השתתפות המדינה עבור אם עובדת במגזר המיעוטים הזכאית להשתתפות המדינה עבור החזקת ילדה במעונות ובמשפחתונים בהתאם למבחני התמיכה, לא תקטן בשל היקף משרה הנמוך מ-36 שעות עבודה שבועיות, ובלבד שהיקף משרתה לא יפחת מ-24 שעות עבודה שבועיות, והיא עומדת בקריטריונים לקבלת השתתפות מהמדינה בהתאם למבחני התמיכה האחרים. רוצה לומר, עם רמת הכנסה שלא עוברת רף מסוים, כל אם חד-הורית עם מספר שעות שבועיות בין 24 ל-36 תזכה למעשה לתמיכה מלאה בהתאם לזכאותה. תודה רבה.",138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,מיקי לוי,,"היו""ר","רגע. תישאר, בבקשה. חבר הכנסת טיבי, יש לך שאלת המשך, בבקשה?",138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,אחמד טיבי,הרשימה המשותפת,,"תודה, אדוני היושב-ראש. מכובדי סגן השר, הנושא הזה הוא נושא חשוב. המעבר למשרד החינוך היה צעד עיקרי. אבל יש דיווחים על פגיעה, על רגרסיה, ואנחנו מקבלים המון תלונות (אומר בערבית ומתרגם:) על מעונות היום. לכן נשאלה השאלה, במיוחד לגבי חצי משרה, לגבי הפגיעה בסבסוד. התשובה שלך הייתה ארוכה, אבל אנחנו רוצים לראות תוצאות בשטח. תודה רבה.",138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,מיקי לוי,,"היו""ר","תודה רבה. יש עוד שאלות המשך. חבר הכנסת אורי מקלב, בבקשה. לפנייך, חברת הכנסת סלימאן. סליחה.",138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,אורי מקלב,יהדות התורה,,אני מוכן לתת.,138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,מיקי לוי,,"היו""ר",לפי הרישום. הכול בסדר.,138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,אורי מקלב,יהדות התורה,,"תודה רבה, אדוני היושב-ראש. מכובדי סגן השרה, חבר הכנסת טיבי העלה נושא מאוד חשוב שמעיק, וזה נושא המעונות, המסגרות, שמאפשרים לנשים לצאת לעבודה. אנחנו מודעים לכך שהייתה שנה קשה בנושא קביעת הדרגות – גם המעבר וגם בעיות אחרות, שלא נתנו לקבוע דרגות בזמן אמת – אבל אנחנו היום נמצאים כבר בסוף חודש מאי, בתחילת חודש יוני. שנת הלימודים התחילה בספטמבר, ועדיין יש הורים שלא נקבעו להם דרגות. נכון שזה התארך, אבל עדיין לא. לא זו בלבד אלא יש אנשים שנאלצים לשלם כל חודש 4,000 או 5,000 שקל. הם לוקחים הלוואות כדי לשלם את שכר הלימוד בגלל שעדיין לא נקבעה להם דרגה. ובידי משרד הכלכלה או זרוע העבודה לאפשר זאת, אפילו בהוראות ספציפיות. יכול להיות שזה רק כמה אלפים, אבל גם להם צריך לתת מענה. לא יעלה על הדעת שאנשים נאלצים היום לשלם 4,000 – יש לי פניות בלשכה – על שני ילדים, 4,000 ו-5,000 שקל למעונות, בגלל שעדיין לא נקבעה דרגה. ומעבר לכך, הבעיה המרכזית היא שאי-אפשר לתקשר עם הצוות או מי שאמור לתת קביעת דרגות – לא במייל, לא באופן אחר, לא באופן מקוון, רק בטלפון. בטלפון שעה וחצי ממתינים, ואז השיחה מתנתקת. זה מצב השירות לאנשים שרוצים לעמוד בקשר עם פקידת הדרגות, ומדובר כאן על סכומי כסף מאוד מאוד מהותיים בהכנסה או בהוצאה של המשפחה. תודה.",138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,מיקי לוי,,"היו""ר","בבקשה, אתה רוצה לענות? חברת הכנסת סלימאן, ואז הוא יענה לשני חברי הכנסת יחד. אולי איזשהם - - -",138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,אורי מקלב,יהדות התורה,,- - -,138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,מיקי לוי,,"היו""ר",אחמד טיבי ציין עובדה. הוא ציין עובדה.,138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,עאידה תומא סלימאן,הרשימה המשותפת,,"כבוד סגן השר, אני ממשיכה את השאלה שגם חבר הכנסת אחמד טיבי העלה בעניין קביעת הדרגות למשפחות כדי לקבל את הסבסוד, בעצם כדי שהמטפלות שנמצאות במעונות היום יקבלו שכר, ובמיוחד במשפחתונים.אני בדיוק רציתי לפנות, למשל בעניין של ירכא, כפר ירכא. יש בעיה די רצינית. אני יודעת מתוך מעקב אחר הנושא יותר מעשרה חודשים עכשיו שיש לכם בעיה עם החברה שמפעילה את עניין הדרגות. היא לא עושה את העבודה. אתם מוציאים מכרז – כל הכבוד, רוצים ספק שיעשה את העבודה כמו שצריך, אבל בינתיים המטפלות בתוך המעונות – שילמתם להן מקדמה כדי לפצות על האיחור הזה שעושים. בינתיים עברה התקופה שהמקדמה הייתה אמורה לכסות, הן לא מקבלות שכר ואין להן הכנסה בגלל העיכוב הזה, בגלל בעיה בתוך המשרד. ידוע כמה ילדים נמצאים שם, ידוע כמה שילמתם להן; תשלמו להן לפחות את הדרגה הכי נמוכה, ותתחשבנו איתן אחר כך. לא ייתכן שנשים יעבדו ויספקו את השירות, והמדינה לא תכסה את זה.",138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,מיקי לוי,,"היו""ר",בבקשה.,138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,"חברי הכנסת מקלב ותומא סלימאן, העליתם כאן שלוש בעיות, כולן בעיות רציניות מאוד, ואני מחויב לחזור אליכם עם תשובה. אין לי תשובה טובה למה שהעליתם. אני אחזור על הדברים ואומר איך אטפל בכל אחת ואחת מהסוגיות האלה.הסוגיה הראשונה שהעלית – אני מתחיל מהסוף להתחלה – חברת הכנסת תומא סלימאן, הנושא של שכר נמוך למטפלות וקביעת דרגות שכר. אני אבדוק את זה ואיך הנושא מטופל על מנת לוודא שלא נלין שכר לאף אחד ושבאמת בסופו של דבר  גם השכר יהיה שכר מכבד ושכר הולם. הרי רצינו לחזק את התשלום לסייעות ולמטפלות, ואת זה אנחנו מתכוונים לבצע. אז זה אני מחויב לתת לך תשובה בנושא הזה.לגבי הנושאים שהעלה חבר הכנסת מקלב – איכות המענה הטלפוני. יש לי ניסיון נרחב בניהול מענים טלפונים עוד משנותיי בפיקוד העורף. למענה טלפוני יש קריטריונים מאוד ברורים: זמן מענה, שיחות שלא נענו בכלל וכן הלאה וכן הלאה, קריטריונים ברורים. אני מחויב להציג לך מה מצבנו על מנת שהתמונה תהיה לא רק לפי תלונה כזאת או אחרת אלא תמונה מקפת – מהי איכות המענה במשרד על הפניות השונות. אם יימצא שהנושא הזה לא מבוקר ולא מטופל נכון - - -",138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,אורי מקלב,יהדות התורה,,- - -,138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,"כן, כן, כן, אני מבין את זה מצוין, אבל בסופו של דבר, הציפייה של האזרח, גם אם התשובה של השלטון תהיה שלא מגיע לו, היא לקבל את התשובה הזאת בזריזות ולא לקבל את זה בחלוף של שעה וחצי המתנה על הקו.",138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,אורי מקלב,יהדות התורה,,הקו מתנתק.,138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,"ברור, ברור לגמרי. אני מחויב קודם כול להציג לך את הנתונים על איכות המענה הטלפוני במשרד הכלכלה והתעשייה, זרוע העבודה.",138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,אורי מקלב,יהדות התורה,,- - -,138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,"כן, כן. כמובן לפתור את זה, אבל אני חושב שנכון שנישען על בסיס נתונים ברור וידוע.הדבר האחרון, לגבי מענה שמתכנס לסכומים שמשפחה מעוטת יכולת לא יכולה לעמוד בהם, הנושא הזה ייבדק פעם נוספת ואני אחזור אליך עם תשובה בנושא הזה. ברור שצריך למצוא פה את ההסדר הראוי כדי שגם משפחה שיש לה שניים או שלושה ילדים שצריכים ללכת למשפחתונים - - -",138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,אורי מקלב,יהדות התורה,,- - -,138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,"שניים זה מספיק, אני מקבל. ניתן לך את התשובה הראויה.",138. עיכובים בתשלום סבסוד מעונות יום לילדים עד גיל שלוש,
,,מיקי לוי,,"היו""ר","תודה רבה לסגן השרה.[הצעת חוק פ/3035/24; נספחות.]אם כך, אנחנו נמשיך בסדר-היום – הצעות חוק פרטיות לדיון מוקדם. פ/3035/24, הצעת חוק העונשין (תיקון – הסדר חילוט בעבירות סחר בנשק), התשפ""ב–2022, של חברת הכנסת רות וסרמן לנדה וקבוצת חברי הכנסת, בתמיכת הממשלה. בבקשה.","הצעת חוק  העונשין (תיקון – הסדר חילוט בעבירת סחר בנשק), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,רות וסרמן לנדה,כחול לבן,,"כבוד היושב-ראש, כנסת נכבדה, בקרב רשויות האכיפה בארץ ובעולם גוברת בעשורים האחרונים ההבנה שכדי להיאבק בפשיעה חמורה ובפשיעה מאורגנת יש צורך לעשות שימוש בכלים נוספים לצד עונשי המאסר והקנס, המהווים את ליבת הענישה בהליך הפלילי. אחד הכלים המרכזיים שגובשו זה החילוט, שמהווה מתווה של אכיפה כלכלית. יש מאמץ משמעותי שנעשה על ידי הממשלה הזו להיאבק בפשיעה ובאלימות, בעיקר בחברה הערבית אבל לא רק. זה דבר שחברי הכנסת מכל המפלגות הקואליציה והאופוזיציה בעצם נאבקים בשבילו, כדי שיהיה במדינה הזו חוק וסדר, שלא ייהרגו וייקטלו אנשים על ימין ועל שמאל.מתווה זה מוסדר היום בחוק הישראלי בסעיף 39(א) לפקודת סדר הדין הפלילי (מעצר וחיפוש) ובחוקים פרטניים העוסקים בפשיעה חמורה, אבל לא מוסדר הנושא של החילוט. לא מעוגן הסדר פרטני לטובת חילוט ביחס לעבירה של סחר בנשק, אתם מאמינים? אנשים שסוחרים בנשק מרוויחים מהדבר הזה. עושים חינגות על חשבון מדינת ישראל ועל חשבון חייהם של אנשים חפים מפשע. רק לפני יומיים ילד בן 16 בחורה, וכל שבוע אנחנו מתבשרים על אנשים שנהרגים. אני בטוחה שכל חברי הקואליציה והאופוזיציה לא ימצאו ולו מילימטר שניתן באמצעותו להתנגד לצורך הבהול בחילוט של כספים מסחר בנשק בלתי חוקי. זה כל כך ברור וכל כך מתבקש שפשוט אין יותר מה לומר. אני מצפה מכל הבית הזה להצביע בעד הדבר החשוב הזה לחברה הערבית, לחברה היהודית ולחברה הישראלית בכלל. תודה רבה.","הצעת חוק  העונשין (תיקון – הסדר חילוט בעבירת סחר בנשק), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
