knesset,session,speaker,party,role,text,subject,sub_subject
,,חמד עמאר,,השר במשרד האוצר,הוא היה יותר – – –,3. קריסת מערכת בריאות הנפש בישראל,
,,יוראי להב הרצנו,יש עתיד,,הוא היה 8.5 שקלים. הוא היה הרבה יותר.,3. קריסת מערכת בריאות הנפש בישראל,
,,עודד פורר,,שר החקלאות ופיתוח הכפר,– – –,3. קריסת מערכת בריאות הנפש בישראל,
,,איתן גינזבורג,,"היו""ר",תודה.,3. קריסת מערכת בריאות הנפש בישראל,
,,יולי יואל אדלשטיין,הליכוד,,משנת 2012 עברו עשר שנים.,3. קריסת מערכת בריאות הנפש בישראל,
,,דוד אמסלם,הליכוד,,אנחנו לא היינו אז – – –,3. קריסת מערכת בריאות הנפש בישראל,
,,איתן גינזבורג,,"היו""ר","חברי הכנסת, תאפשרו לחבר הכנסת אדלשטיין לסיים את דבריו ללא הפרעה.",3. קריסת מערכת בריאות הנפש בישראל,
,,דוד אמסלם,הליכוד,,– – –,3. קריסת מערכת בריאות הנפש בישראל,
,,איתן גינזבורג,,"היו""ר",חברי הכנסת – – –,3. קריסת מערכת בריאות הנפש בישראל,
,,יוראי להב הרצנו,יש עתיד,,הדלק היה יותר.,3. קריסת מערכת בריאות הנפש בישראל,
,,איתן גינזבורג,,"היו""ר",חברי הכנסת.,3. קריסת מערכת בריאות הנפש בישראל,
,,יולי יואל אדלשטיין,הליכוד,,אני – – –,3. קריסת מערכת בריאות הנפש בישראל,
,,דוד אמסלם,הליכוד,,רק בשבוע שעבר אמרתם שיש צמיחה בגללכם.,3. קריסת מערכת בריאות הנפש בישראל,
,,איתן גינזבורג,,"היו""ר","חברי הכנסת, בואו, תנו לחבר הכנסת אדלשטיין להשלים את דבריו.",3. קריסת מערכת בריאות הנפש בישראל,
,,דוד אמסלם,הליכוד,,"אם זה לא בגללכם – אז לא, ואם הכול בגללכם – אז תחליטו.",3. קריסת מערכת בריאות הנפש בישראל,
,,יוראי להב הרצנו,יש עתיד,,שבע פעמים – – –,3. קריסת מערכת בריאות הנפש בישראל,
,,איתן גינזבורג,,"היו""ר","הערת ביניים אפשר. תודה. כן, בבקשה.",3. קריסת מערכת בריאות הנפש בישראל,
,,יולי יואל אדלשטיין,הליכוד,,"אני שמח מאוד שלקחו גם את הטון שלי. אמרתי, כשאנחנו היינו צעירים אז היה כך וכך. אז ב-2012 באמת היינו בעשר שנים יותר צעירים, אולי היו שם דברים. אבל תסכימו איתי שאם צריכים לקחת דוגמאות מ-2012, אז עשר שנים זה פרק זמן מספיק טוב בשלטון כדי להוכיח שאפשר גם אחרת.ואני אסיים, אדוני היושב-ראש, בכך שאני זוכר טוב מאוד את ריקי כהן מחדרה, שרצו פעם לעזור לה. היא בינתיים התבגרה גם בכמה שנים. בינתיים, כפי שאמרתי, היא מתקשה לקנות בסופר ומתקשה לתדלק את הרכב, אותה ריקי כהן, לכן אני אעזוב אותה בצד. אני גם לא המצאתי אותה, המציאו אותה אחרים. ולכן אני כן רוצה לומר, אדוני היושב-ראש, שיש גם סיפורים אמיתיים. סיפור אמיתי מן השטח, לא ממוחו שלי איזה קמפיינר, הוא של לימור שעובדת בחברת ביטוח – שימו לב, לא לקחתי דוגמאות של אנשים שבאמת אין להם שום הכנסה והם מסכנים – ונוסעת ברכבת ובאוטובוס כדי לחסוך את הוצאות הדלק. אבי בעלה הוא נהג מונית – גם כן עובד בצורה מכובדת. היא מרוויחה 8,000 שקל ברוטו, והוא עצמאי. יש להם שלושה ילדים. לא מזמן העלו להם את השכירות מ-6,500 ל-8,000 שקל. כל המשכורת של לימור – ברוטו, כן – הולכת להוצאות הדיור, ארבעה קירות, הכי בסיסי. וזה לא רק זה: העליתם להם את מחירי החשמל והדלק והאוכל וסל הקניות, והכול עלה – חוץ מאננס, כמובן. מאוד מעניין את לימור, ועוד יותר את אבי נהג המונית, כמה הדלק עלה ב-2012, אבל הרבה יותר מעניין אותם עם מה הם יצאו מחר מן המכולת, ואם הם יוכלו לקנות גם צעצועים קטנים לילדים שלהם.לכן, אדוני היושב-ראש, אני חושב שהממשלה הזאת כבר לא יכולה להתנחם במשפט הידוע: טוב, בתחום המדיני אנחנו לא מסכימים, אנחנו בעלי השקפות שונות, אבל עושים דברים נהדרים למען הציבור. הדברים הנהדרים למען הציבור כבר מזמן לא נעשים, ויפה שעה אחת קודם להחלפת הממשלה. תודה.",3. קריסת מערכת בריאות הנפש בישראל,
,,איתן גינזבורג,,"היו""ר","תודה רבה לחבר הכנסת יולי אדלשטיין.הצעה נוספת להביע אי-אמון בממשלה היא של סיעות התאחדות הספרדים שומרי תורה, תנועתו של מרן הרב עובדיה יוסף, זכרו לברכה, ויהדות התורה והשבת אגודת ישראל – דגל התורה, שאותה יציג חבר הכנסת יעקב מרגי.",3. קריסת מערכת בריאות הנפש בישראל,
,,יעקב מרגי,"ש""ס",,– – –,3. קריסת מערכת בריאות הנפש בישראל,
,,איתן גינזבורג,,"היו""ר","הוא מנמק במשולב על שתיהן, ואז יהיה לך. בבקשה, אדוני, עשר דקות לרשותך.",3. קריסת מערכת בריאות הנפש בישראל,
,,יעקב מרגי,"ש""ס",,"אדוני היושב-ראש, חבריי חברי הכנסת, מכובדיי השרים, אחרי האוקטבות הנמוכות של יולי קשה לעלות לטונים גבוהים, אז אני רוצה לשמור על – – –",3. קריסת מערכת בריאות הנפש בישראל,
,,איתן גינזבורג,,"היו""ר",דברי חכמים בנחת נשמעים.,3. קריסת מערכת בריאות הנפש בישראל,
