knesset,session,speaker,party,role,text,subject,sub_subject
,,זאב בנימין בגין,תקווה חדשה,,"אדוני היושב-ראש, חבריי חברי הכנסת, אומנם לא רבים הנוכחים כאן באולם; זה יום שלישי, מסורת היא בידינו שלא רבים נוכחים. כבוד השר חברי עיסאווי פריג', היום הזה, יום בריאות הלב, פרי יוזמתי ויוזמתו של אלי שבתאי, שהוא מושתל לב שעבר רבות עד שהגיע ליכולת וקודם כול לצורך בלב מושתל, והוא יוזם היום הזה. ניתן לומר: רחש ליבו דבר טוב, כפי שלמדנו מתהילים. בכנס באודיטוריום כאן, בכנסת, בצוהריים, הוא ריגש אותנו בסיפור האישי שלו. בעקבות יוזמתו, סיעתנו, סיעת תקווה חדשה, החליטה לאמץ את היוזמה הזאת, והטילו עליי להעניק את החסות בתקציב צנוע, אבל את הארגון הטילו בידי מנהלת סיעת תקווה חדשה לילך מנחם, והיא עשתה את עבודתה באופן יוצא מן הכלל, וציינו את היום הזה לא רק באודיטוריום אלא גם בכמה מוועדות הכנסת, שם הייתה נוכחות יפה, גם של כיתות מבתי ספר אחדים במגמות רפואה. אודה על האמת שלא ידעתי שיש מגמות כאלה בכמה וכמה בתי ספר.על תפקיד הלב עמדו קדמונים, גם מצד אחד וגם מצד שני. ""עלץ לִבי בה'"", קראה בשמחה חנה אם שמואל. בקוהלת, היועץ הטוב, מצאנו: ""ושתה בלב טוב יינך כי כבר רצה האלֹהים את מעשיך"". אלה ביטויים להשלמה, לשלמות פנימית, לשמחת הלב, שהם, על פי הבנתי הבלתי-רפואית, הבלתי-מדעית, מקור לבריאות. ומצד שני, למשל באיכה: ""על זה היה דוֶה ליבנו על אלה חשכו עינינו"". ובבראשית, אפילו על ריבונו של עולם: ""ויתעצב על לִבו"" – כאן משתלט הצער ומבשר חולי.כל זאת אני אומר מתוך התבוננות רבת-שנים בחברים, בקרובים, קורא עיתונים. אני חושב שהדברים האלה במידה רבה מבטאים את המציאות, אם כי אינני מתיימר להביא בפניכם מסקנה מדעית.ארחיב מעט את היריעה, אדוני היושב-ראש, ברשותך, ואציין שבשנתיים האחרונות חזינו בארצות רבות וגם כאן, בארצנו, בהתקפה רבתי, עיוורת, על המדע, על יסודותיו, על שיטותיו, על גילויו, על מסקנותיו, וחזינו בחוסר אמון מוחלט בהמלצות מומחים. חלקו גם על חלק מן ההתפתחות הטכנולוגית, על המבחן המדעי. צריך להבין: גם כשהסבירו לנו שכל חברות התרופות הן מושחתות והתרופות שלהן מזיקות – למשל, בעניין שלפנינו, תרופות מונעות בהשתלת איברים, שהגוף דוחה אותם לעיתים, הן פרי של ידע מדעי שנאסף בדקדקנות במשך שנים רבות. עצם ההבנה של פעילות הלב ומערכות הגוף הקשורות בו, ואיזו לא קשורה בו, מבוססת על ידע מדעי, ולכן עלינו למסור כבוד לרופאים, כבוד לרופאים החוקרים, כבוד לרופאים המבצעים, כבוד למדענים.ובהקשר זה אני מבקש, אדוני היושב-ראש, להביע גינוי תקיף וחריף לתופעה שאיננה מסתיימת לנגד עינינו, ואבקש לגנות את תוקפיה הכמעט-קבועים של ד""ר שרון אלרעי פרייס ולקרוא לה מכאן קריאת חזקי ואמצי, אל תערוצי ואל תיחתי ותמשיכי לתרום, כפי שאני יכולתי להעיד, חזיתי, ראיתי ושמעתי את תרומתה, את גישתה, את השקט שבו היא דוברת והביטחון המדעי שהיא ניחנה בו על סמך הידע שלה.כמובן, אנחנו יודעים שלאורח החיים יש חשיבות רבה כדי לא להגיע למחלת הלב, כדי לא להגיע למחלת הלב, וחלילה אפילו לצורך של התיקון הקשה הזה של השתלת הלב. גם כאן יש חשיבות לא רק, כפי שממליצים, לספורט, לפעילות הגופנית, וכפי שאמרתי לשלמות הנפשית, עם כל צרותינו וכל אתגרינו. גם כאן יש מקום לתרופות. גם הן פרי לא רק של טכנולוגיה אלא של הגילוי המדעי הראשוני של המבנה של המולקולה, ואחר כך, כמובן – יישום השפעתו על גוף האדם.כל אלה חוברים להם יחדיו לתמונה שצריכה לגרום לנו לתחושה של תקווה כי אם נפעל כהלכה, אם נחנך את הנוער כהלכה – וגם מבוגרים לא מאחרים לסגל לעצמם אורח חיים בריא – אנחנו לא רק נחסוך דמים מרובים לקופת המדינה, אנחנו נזכה לא רק לאריכות ימים כפי שאנחנו רואים לפנינו בשנים האחרונות, אלא לאריכות של חיים ואיכות חיים כפי שאנחנו מצפים.אני מאוד מקווה שזו ההתפתחות החיובית שנראה בשנים הקרובות. תודה, אדוני היושב-ראש.",ציון יום המודעות לבריאות הלב,
,,מיקי לוי,,"היו""ר","תודה רבה לחבר הכנסת בגין. חבר הכנסת מקלב, בבקשה.",ציון יום המודעות לבריאות הלב,
,,אורי מקלב,יהדות התורה,,"תודה רבה, אדוני היושב-ראש. מכובדי השר, חבריי חברי הכנסת, בתחילת דבריי ברצוני להודות לחבר הכנסת זאב בנימין בגין גם על דבריו אבל גם על כך שהוא אימץ את היום הזה כאן, בכנסת, עם כל המשתמע מכך, ונתן את מה שהוא יכול לתת ומה שהיה צריך פה כדי שהיום הזה יצוין בכנסת.אנחנו יודעים שאנחנו מציינים מפעם לפעם, כמעט בכל שבוע או מעת לעת ימים מיוחדים בעניינים מסוימים כאן, בכנסת. יש לזה לפעמים כמה מטרות, אבל ודאי יש בחלק גדול מהדברים מודעות, התייחסות, לקדם דברים. כשאנחנו מדברים היום על נושא של בריאות יחד עם בריאות הלב, אז יש ודאי דברים רבים שנעשו בתחום המחקר, בתחום הרפואה, במודעות לדברים, בחינוך בנושא הלב. אין ספק שנושא הלב הוא נושא שמטפלים בו, ובאמת גם מבחינה רפואית הוא נמצא במקום שיש בו תמותה, או אחד מהדברים שמביאים לזה, וגם היום נמצאים בו החולים הקשים שיש, והוא חולי מרכזי ובעיה מרכזית.אנחנו מבינים את חשיבות המאמצים והאמצעים לנושא של בריאות הלב, ואני חושב שנעשה. אם נסתכל על הרפואה, גם בישראל – בכל מקום בעולם, אבל בוודאי שישראל נמצאת במקום טוב, והיא יודעת היום לתת מענה. היום במדינת ישראל אפשר לקבל טיפולים, אני חושב, מקצועיים, מודרניים, עם טכנולוגיה חדישה ביותר, כדי לשפר את ההתמודדות עם מחלות הלב, עם בעיות הלב, עם חולי הלב. אבל גם בחלק של ההסברה נעשים מאמצים גדולים מאוד, בחלק אחרי זה – של מניעה, שיש בזה חשיבות מאוד מאוד גדולה, ויש בוודאי גם אחרי זה, בשיקום וההתמודדות.אני רוצה להתחבר למה שאמר חבר הכנסת בגין, שגם לתרבות, גם לתרבות יש השפעה ולסביבה יש השפעה. בחלק הזה – אנחנו בעניין הזה גם צריכים ליצור סביבה מתאימה. אנחנו אוהבים הרבה להתבטא ב""לוקח ללב"", ""מכל הלב"", ""נותן את הלב"". יש לנו הרבה דברים שאנחנו גם שמים את הלב באופן מרכזי, אבל אין ספק שחוץ מהנושא הרפואי והמודעות להליכות שלנו בעניין הזה, להתנהגות שלנו, גם לחיי היום-יום, לאופן הזה שככל שאדם מרוצה יותר ונינוח יותר והסביבה שלו משדרת כך – גם בעניין הזה, במיוחד בדבר הזה, שהוא גם מושפע מהסביבה ומהתרבות, אנחנו צריכים באמת גם את העניין הזה לחזק.אבל אני בכל אופן שואל את השאלה גם כיום: האם אנחנו נותנים רפואה שווה לכולם; ביום הזה, כשאנחנו מדברים על לב, האם כל אחד היום, כל תושבי מדינת ישראל, בפריפריה ובמקומות רחוקים, אוכלוסיות – האם לכולם אנחנו נותנים אותו דבר; האם המודעות וההסברה והפעולות שנעשות והחינוך שנעשה, האם זה ניתן לכולם. לצערנו, זה לא ניתן לכולם. נכון שהיום אנחנו הרבה מנסים לקרב את הרפואה, הרפואה מרחוק, ויש באמצעים הטכנולוגיים האפשרות לעשות את זה, אבל בסופו של דבר זה לא אותו דבר. בחלק הזה אנחנו עדיין צריכים לדעת שיש לנו הרבה מה לעשות. אין אותו מידע, אותן פעולות, אותם שירותים רפואיים, ואחרי זה, השיקום – אין אותו דבר, לא לכולם עושים אותו דבר, וזה משפיע מאוד.אנחנו חושבים שגם בחלק הזה, אבל בוודאי בכל הרפואה, יש לנו עוד הרבה מה לעשות קדימה, לחשוב קדימה. אנחנו צריכים לחזק את כל הפעולות שנעשות היום על ידי עמותות ועל ידי ארגונים, גם במחקר וגם במודעות וגם בחינוך, ובכלל לתת את התנאים ואת הזכויות שיש מסביב לכל נושא הלב. היום אנחנו מגיעים לטכנולוגיות ולביצועים רפואיים ופרוצדורות רפואיות מאוד מאוד מתקדמות, אבל עדיין לא ראינו שיש ירידה דרמטית בנושא הזה. אין ירידה דרמטית. גם יכולים להסביר באוכל הלא-בריא ובאיכויות שפחות נעשות, בספורט שפחות נעשה או בפעילות הגופנית, שהיא חשובה מאוד בעניין הזה והיא צריכה להיות נגישה לכולם לפי הצרכים של כולם.אבל אני אסיים, אדוני היושב-ראש וחברי הכנסת, בחלק הזה שאנחנו מדברים עליו, שהוא רפואה שווה לכולם שהיא נגישה לכולם. היום לצערנו יש טכנולוגיה, חשיפה לטיפולים רפואיים ותרופות, ואין אפשרות להגיע לכולם. אני דיברתי פעם באירוע כאן בכנסת בנושא קופת חולים, דיברנו על כך שהיום לרוב מדינת ישראל יש שב""ן, שירותי בריאות נוספים. בשב""ן אתה בעצם מודע לכך ואתה הולך לרופא פרטי, אתה הולך לרופאים יותר, והוא אומר לך מה יש היום להציע. הוא חושף בפניך מה יש להורים לתת לילד שיש לו בעיה רפואית, או ילדים להורים שלהם, ואז מתברר שאין לנו את הכול. בעניין הזה יש פער גדול מאוד בין מה שאנחנו יכולים לתת למה שהיום הרפואה יכולה באמת לתת, מענים שהרפואה נותנת. אבל מתרחקים מאוד בחלק הזה שאנחנו לא נותנים, במוגבלות. אנחנו לא מדברים על סל התרופות באופן כללי, על פרוצדורות ועל תרופות. היום אנחנו נמצאים בפער שהוא מתרחב ונהיה יותר גדול ממה שהיום הרפואה יכולה לתת, וזה דבר שהוא קשה מאוד, מכיוון שאתה מודע. מישהו מכיר כאן מצב שההורים לא ייתנו לילד את הכול? הילדים לא ייתנו להורים את הכול אם יש דברים טיפוליים כאלה או תרופות כאלה? הוא מודע לזה, ומה הוא יעשה שהוא לא יכול לתת ואנחנו לא נותנים מענה? אז גם את הפערים האלה, יש חשיבות מאוד מאוד גדולה לצמצם אותם.לכן אני רוצה להודות לכל מי שנטל חלק ביום הזה, על החשיבות של היום הזה, שמביא לנו תועלת עתידית מאוד גדולה, ונדע להצביע שאנחנו צמצמנו ונתנו מענים ברפואת הלב וברפואה בכלל. תודה.",ציון יום המודעות לבריאות הלב,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת רז, בבקשה.",ציון יום המודעות לבריאות הלב,
,,מוסי רז,מרצ,,"אדוני היושב-ראש, חברי השר, מברוכ.",ציון יום המודעות לבריאות הלב,
,,אזורי עיסאווי,פריג',,לא ידעתי שאתה כאן.,ציון יום המודעות לבריאות הלב,
,,מוסי רז,מרצ,,"אני באתי רק בגללך. מברוכ על מה שעשיתם אתמול עם לשכת עורכי הדין, עם מרוקו. כל הכבוד. חברי היושב-ראש, חבריי חברי הכנסת, אני עליתי לדבר על הנושא הזה של המודעות לבריאות הלב משלוש סיבות עיקריות. אני מסכים חמה שאמרו כל קודמיי, אבל 1. רציתי להגיד שזה חשוב לי, ואני שמח שחשוב לממשלה הנוכחית וחשוב למפלגתי – חיזוק מערכת הבריאות בכלל. לכן גם בתקציב המדינה מערכת הבריאות קיבלה מיליארדים נוספים. ומעמד עובדי הרפואה, ההתקפות האלימות עליהם, אם אלימות פיזית ואם אלימות מילולית, שלעיתים גרועה כמעט כמו האלימות הפיזית, ההשמצות ברשתות וכל הסיפורים האידיוטיים האלה על ארגון הבריאות העולמי וכל הדברים האלה – חייבים לעשות להם סוף.דבר שני שרציתי לומר – בריאות הלב היא דבר משמעותי, משום שזה אחד מגורמי המוות המשמעותיים בישראל ובעולם. בישראל ממתינים כ-70 חולות וחולים להשתלת לב. הם חלק מלמעלה מ-1,000 ילדים ומבוגרים שממתינים להשתלת איברים בכלל. מעל 800 ממתינים להשתלת כליה, מעל 150 – לכבד ומעל 120 ממתינים להשתלת ריאות. רק כ-500, כלומר פחות מחצי מהממתינים, יזכו להשתלה בשנה הקרובה. תארו לכם, מחכים יותר משנה, וכ-100 ימצאו את מותם בהמתנה; לא כולם מלב, כן? בכל שנה מתווספים עוד מאות חולים לרשימת ההמתנה.בשווייץ עברה בשבוע שעבר החלטה במשאל עם שמשנה את האופן שבו מתקבלות תרומות איברים. מרגע זה כל אדם בשווייץ – וקיבל את זה הציבור ברצון, כי זה מציל חיים – כל בן אדם בשווייץ הוא תורם איברים אלא אם כן ביקש אחרת או משפחתו ביקשה אחרת, זאת אומרת, לא כמו אצלנו, שצריך לבקש רשות מהמשפחה ברגע הכי נורא בחייה, ולפעמים זה קשה, אלא הופכים את המשוואה: כולם תורמים. יש בזה בעיות, הרבה בעיות, וצריך לדבר עליהן במליאה, בוועדות. אני הנחתי הצעה כזו על שולחן הכנסת. הצעות דומות הציעו חבריי במרצ לאורך השנים. הבאתי גם הצעה כזאת להצבעה בכנסת העשרים. היא נפלה, אבל הגיע הזמן שבכנסת הזו, העשרים-וארבע, ניישר קו עם שווייץ ועם מדינות אחרות ונתקדם בנושא הזה.דבר נוסף שרציתי להעלות, וזה קשור מאוד לבריאות הלב: ביום שלישי בשבוע הבא מציין העולם את היום הבין-לאומי למלחמה בעישון. בישראל מתים בשנה, כל שנה, לפי משרד הבריאות, 8,000 איש מעישון. לפי ארגון הבריאות העולמי אנחנו מדברים על יותר מחמישה מיליון איש בשנה שמתים מעישון בעולם. הקשר בין עישון למחלות לב, אדוני היושב-ראש, הוא כל כך ברור. מי שמעשן בממוצע יותר מקופסה ביום, קופסה ומעלה, הסיכון שלו למחלת לב הוא פי ארבעה וחצי. מי שמעשן בממוצע שתי קופסאות ומעלה – אין הרבה כאלה, אבל יש – הסיכוי שלו למחלת לב הוא פי תשעה מהסיכון של בן אדם שלא מעשן. אפילו אחד שמעשן ככה מדי יום כמה סיגריות, ככה בקטנה, הסיכון שלו יותר גבוה ב-60%. כל אלה נתונים של האגודה למלחמה בסרטן בישראל.אני רוצה להביא בשבוע הבא הצעת חוק שוועדת הכלכלה כבר אישרה לקריאה שנייה ושלישית. אני מקווה שנמצא את הזמן להביא אותה לכאן בשבוע הבא ביום הבין-לאומי למלחמה בעישון. זו הצעה שהוגשה לראשונה, אדוני היושב-ראש, לפני 50 שנה, ב-1972, על ידי חברת הכנסת חייקה גרוסמן, ואני הגשתי אותה בפעם הראשונה בשנת 2000, לפני 22 שנה, והיא אוסרת לחלוטין פרסום סיגריות וטבק בעיתונות הכתובה. הגיע הזמן שנשים סוף לפרסום כלי הרצח הגדול בהיסטוריה. זה עבר פה בקריאה הטרומית ובראשונה. בקריאה הראשונה זה עבר פה אחד; בקריאה הטרומית היו אומנם שניים שהתנגדו. יש לזה תמיכה של כל משרדי הממשלה, כל סיעות הבית, אני מאמין, כל חברי הכנסת בבית, והגיע הזמן שנעביר את ההצעה הזו. לפי מחקרים, עצם מניעת הפרסום יכול להוריד במצטבר בתוך שנים כ-4% ממספר המעשנים ולהציל כך מאות אנשים ממוות. תודה.",ציון יום המודעות לבריאות הלב,
,,מיקי לוי,,"היו""ר","תודה רבה. אם כך, השר עיסאווי פריג', בשם שר הבריאות, בבקשה.",ציון יום המודעות לבריאות הלב,
,,אזורי עיסאווי,פריג',,"אדוני היושב-ראש, חברים יקרים, טוב שיש לנו זמן גם להתעסק בדברים אחרים מלבד קואליציה–אופוזיציה ופוליטיקה, נושאים שהם בעצם חשובים יותר מכל דבר אחר, לדעתי.אני משיב בשמו של שר הבריאות ומשרד הבריאות. לוקחים חלק ביום המודעות למחלות לב. מחלות לב נגרמות ממחלה של העורקים הגורמת להתקפי לב ומוות פתאומי. בעבר מחלות הלב היו גורם התמותה הראשון, אולם בשני העשורים האחרונים חלה ירידה בתמותה בקרב גברים ונשים, אם כי שיעור התמותה בקרב הגברים היה ונשאר גבוה יותר. הירידה בתמותה ממחלות לב בישראל בולטת במיוחד ביחס לרוב מדינות ה-OECD, שבהן מחלות הלב הן עדיין גורם התמותה הראשון, לפני מחלת הסרטן. הדבר נובע בעיקר מכך שבישראל נעשות פעולות צנתוריות רבות יחסית למדינות ה-OECD. הירידה בתמותה ממחלות הלב בישראל היא תוצאה ישירה של נגישות מיידית לטיפול ביחידות צנתורי הלב, הנמצאות בכל מרכז רפואי פרט לאילת. סיבות נוספות לירידה בתמותה הן טיפול תרופתי מיטבי לאחר אירוע לב, מעקב בקהילה ושיקום הלב. המעקב לאחר אירוע לב כולל טיפול בגורמי סיכון כמו יתר לחץ דם, סוכרת, יתר שומני הדם, עישון, השמנת יתר, תזונה לקויה והיעדר פעילות גופנית. כל אלה נעשים על ידי רופאי הקהילה ובמסגרת שיקום הלב.למרות שעלותו של שיקום הלב כלולה בסל הבריאות, רק כרבע מהחולים הזכאים לשיקום לב זוכים להשתתף בתוכניות השיקום. הדבר נובע בעיקר מהתשלום הנמוך שהקופות מקציבות לשיקום – נמוך בהרבה ממה שהוקצב – דבר שהופך טיפולים אלו ללא כדאיים כלכלית. אחד הפתרונות הקיימים לחולים יציבים היא שיקום לב במעקב מרחוק באמצעות שעון דופק חכם. תוכנית זו החלה לפעול על פי הקריטריונים שנקבעו על ידי משרד הבריאות.הפרעות בקצב הלב, שאינן מאפשרות את פעילותו האפקטיבית, עלולות לגרום למוות פתאומי. הטיפול החשוב ביותר למניעת תופעה זו הוא שימוש בדפיברילטור בדקות הראשונות לאחר האירוע. בישראל קיימת מודעות להצבת דפיברילטורים חצי אוטומטיים, שהפעלתם פשוטה ועלותם קטנה יחסית. משרד הבריאות פעל ופועל רבות להנגשתם של מכשירים אלו במרחב הציבורי. בין היתר, המשרד מתקצב פרויקט משותף להצבת מכשירים אלו במאות יישובים ברחבי הארץ, ובעיקר בפריפריה.אי-ספיקת לב היא מחלה נפוצה, ונגרמת מהפרעות בתפקוד שרירי הלב, לרוב בגלל אוטם שריר הלב, דלקות, מומי לב מולדים ועוד. עד לאחרונה אי-ספיקת לב מתקדמת הייתה כרוכה בשיעור תמותה גבוה, אך שימוש בתרופות חדשניות הביא לשיפור משמעותי בתחלואה ולירידה בתמותה. מדובר בתרופות חדשניות שפותחו במקור לטיפול בסוכרת ונמצא שהן יעילות ביותר גם לטיפול באי-ספיקת לב. לחולים הלוקים באי-ספיקת לב הנזקקים להשתלת לב, משאב נדיר יחסית, יש אפשרות להשתיל משאבה התומכת בלב הכושל, LVAD, שיכולה לתת פתרון עד שיימצא לב מתאים להשתלה.בתקופת הקורונה מערכת הבריאות למדה על השפעת המחלה והחיסונים על שריר הלב. השפעת הקורונה על שריר הלב חמורה בהרבה מהשפעת החיסונים, אשר ברובם הגדול של המקרים, הבודדים יחסית, חלפה בתוך שבועות בודדים.לסיכום, הקרדיולוגיה בישראל היא מהטובות בעולם, קלינית ומחקרית. הדבר בא לידי ביטוי בפרסומים הרבים, כנסים מדעיים, פיתוחים טכנולוגיים, וכאמור לעיל, גם בירידה בתמותה ממחלות לב. עם זאת, עדיין יש מקום לפעילות רבה, בעיקר בתחום המניעה וקידום אורח חיים בריא. במסגרת זו הקצה משרד הבריאות לרשויות המקומיות בשנת 2022 תקציב בסך כ-15 מיליון שקל עבור התוכנית ""אפשריבריא"". תקציב זה ינוצל לתוכניות התערבות שונות בתחומים של צמצום העישון ונזקיו, תזונה בריאה, עידוד פעילות גופנית ועוד. משרד הבריאות פרסם קול קורא להשתתפות בתוכנית זו וזכו בה 77 רשויות מקומיות, לעומת 54 רשויות שהשתתפו בשנת 2021. בנוסף, מתקיים שיתוף פעולה עם משרד החינוך לקידום תוכניות בריאות בבתי הספר שמטרתן להנחיל עקרונות של אורח חיים בריא מגיל צעיר.לאחרונה משרד הבריאות היה שותף באישור צו מיסוי על סיגריות אלקטרוניות ובקידום הצעת חוק של ידידנו חבר הכנסת מוסי רז לביטול החרגת פרסום מוצרי עישון בעיתונות המודפסת. במקביל משרד הבריאות ממשיך לקדם תכנים למניעת עישון בקרב כלל האוכלוסייה עם שותפים רבים ולחזק את שירותי הגמילה מעישון הניתנים על ידי קופות חולים.אלו הדברים שמשרד הבריאות העביר לנו. תודה, אדוני היושב-ראש.",ציון יום המודעות לבריאות הלב,
,,מיקי לוי,,"היו""ר",תודה לשר פריג'.,מסמכים שהונחו על שולחן הכנסת,
,,מיקי לוי,,"היו""ר","הודעה למזכיר הכנסת, בבקשה.",מסמכים שהונחו על שולחן הכנסת,
,,דן מרזוק,,מזכיר הכנסת,"ברשות יושב-ראש הכנסת, אני מתכבד להודיעכם, כי הונח אתמול על שולחן הכנסת –הסכם בין ממשלת מדינת ישראל לבין ממשלת הרפובליקה ההלנית בדבר שיתוף פעולה בתחום התיירות.עוד הונחו אתמול מסקנות ועדת הכלכלה בעקבות דיון מהיר בהצעתו של חבר הכנסת אלון טל בנושא: דיווח לוקה בחסר של הקרן לשטחים פתוחים לכנסת.נוסף על כך הונחו היום הודעות השר במשרד האוצר על מסקנות ועדת הבריאות בעקבות דיון מהיר בהצעתם של חברי הכנסת אוסאמה סעדי ויעל רון בן משה בנושא: טיפול נמרץ בישראל – מעט מדי מיטות, פחות מדי צוותים וחולים שנדחקים החוצה; על מסקנות ועדת הכלכלה בעקבות דיון מהיר בהצעתו של חבר הכנסת אלי כהן בנושא: מתווה הגרלות צ'אנס של מפעל הפיס; על מסקנות ועדת הכלכלה בעקבות דיון מהיר בהצעתם של חברי הכנסת עופר כסיף ומיכל רוזין בנושא: היקפי מעורבות ילדים מהחברה הערבית בתאונות בכלל ובתאונות דרכים בפרט; על מסקנות ועדת הפנים והגנת הסביבה בעקבות דיון מהיר בהצעתם של חברי הכנסת יעקב אשר, משה ארבל, אוסאמה סעדי, אבי מעוז ויבגני סובה בנושא: חידוש חלוקת הכרטיסים הנטענים לרכישת מזון ומוצרים חיוניים למשפחות מוחלשות, כפתרון יוקר המחיה; על מסקנות הוועדה לביטחון הפנים בעקבות דיון מהיר בהצעתו של חבר הכנסת מכלוף מיקי זוהר בנושא: ההפקרות הסביבתית בנגב; על מסקנות ועדת הבריאות בעקבות דיון מהיר בהצעתם של חברי הכנסת מופיד מרעי, אחמד טיבי וטטיאנה מזרסקי בנושא: כישלון וחוסר מוכנות מערכת הבריאות בישראל במענה לטיפול בכוויות; על מסקנות ועדת הכלכלה בעקבות דיון מהיר בהצעתם של חברי הכנסת אופיר כץ, ג'ידא רינאוי זועבי וצבי האוזר בנושא: סיוע למורי דרך שפרנסתם נפגעה אנושות ממגפת הקורונה.כמו כן הונחו היום על שולחן הכנסת הודעות השר במשרד האוצר על מסקנות ועדת הפנים והגנת הסביבה בעקבות דיון בהצעתה של חברת הכנסת גילה גמליאל בנושא: מדיניות לאומית לשמירה על שטחים פתוחים; על מסקנות ועדת הפנים והגנת הסביבה בעקבות דיון בהצעתם של חברי הכנסת ישראל אייכלר ודסטה גדי יברקן בנושא: סכנת חיים ממשית ואובדן רכוש ללא פיצויים לדיירי מבנים המצויים בסכנת קריסה.נוסף על כך הונחה היום על שולחן הכנסת הודעת שרת החינוך על מסקנות הוועדה המיוחדת לזכויות הילד בעקבות דיון מהיר בהצעתם של חברי הכנסת מיקי מכלוף זוהר ושמחה רוטמן בנושא: חיי ילדינו בסכנה: הקלות הבלתי-נסבלת של העסקת מטפלות לגיל הרך ללא הכשרה.עוד אודיעכם כי בהתאם לסעיף 96 לתקנון הכנסת, הודיע יושב-ראש הכנסת חבר הכנסת מיקי לוי כי הוא חוזר בו מהצעות חוק שהיה שותף להן עם מציעים אחרים. כמו כן הודיע חבר הכנסת יעקב מרגי כי הוא חוזר בו מהצעת חוק לתיקון פקודת הדיג (איכון ספינות דיג), התשפ""א–2021, שמספרה פ/2077/24. כמו כן הודיעה חברת הכנסת עידית סילמן כי היא חוזרת בה מהצעת חוק שיפוט בתי דין רבניים (נישואין וגירושין) (תיקון – מינוי נציגות ציבור), התשפ""ב–2022, שמספרה פ/3604/24, ומהצעת חוק לצמצום השימוש בשקיות נשיאה חד-פעמיות (תיקון – היטל על שקית נשיאה חד-פעמית), התשפ""ב–2022, שמספרה פ/3120/24.לבסוף, הונחה היום על שולחן הכנסת הצעת החלטה בדבר תיקון טעויות בחוק התוכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנות התקציב 2021 ו-2022), התשפ""ב–2021. תודה.",מסמכים שהונחו על שולחן הכנסת,
,,מיקי לוי,,"היו""ר","תודה רבה למזכיר הכנסת.אם כך, תם סדר-היום. הישיבה הבאה תתקיים מחר, יום רביעי, כ""ד באייר התשפ""ב, 25 במאי 2022, בשעה 11:00. ישיבה זו נעולה.",מסמכים שהונחו על שולחן הכנסת,
